id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit
"293481","20.500.11850/3","Eyring, Veronika||Righi, Mattia||Lauer, Axel||Evaldsson, Martin||Wenzel, Sabrina||Jones, Colin||Anav, Alessandro||Andrews, Oliver||Cionni, Irene||Davin, Edouard Léopold||Deser, Clara||Ehbrecht, Carsten||Friedlingstein, Pierre||Gleckler, Peter||Gottschaldt, Klaus-Dirk||Hagemann, Stefan||Juckes, Martin||Kindermann, Stephan||Krasting, John||Kunert, Dominik||Levine, Richard||Loew, Alexander||Mäkelä, Jarmo||Martin, Gill||Mason, Erik||Phillips, Adam S.||Read, Simon||Rio, Catherine||Roehrig, Romain||Senftleben, Daniel||Sterl, Andreas||Van Ulft, Lambertus H.||Walton, Jeremy||Wang, Shiyu||Williams, Keith D.",,,"2019-05-16T09:15:37Z","2017-06-12T05:18:59Z||2019-05-16T09:15:37Z","2016","2016-05-10","A community diagnostics and performance metrics tool for the evaluation of Earth system models (ESMs) has been developed that allows for routine comparison of single or multiple models, either against predecessor versions or against observations. The priority of the effort so far has been to target specific scientific themes focusing on selected essential climate variables (ECVs), a range of known systematic biases common to ESMs, such as coupled tropical climate variability, monsoons, Southern Ocean processes, continental dry biases, and soil hydrology–climate interactions, as well as atmospheric CO2 budgets, tropospheric and stratospheric ozone, and tropospheric aerosols. The tool is being developed in such a way that additional analyses can easily be added. A set of standard namelists for each scientific topic reproduces specific sets of diagnostics or performance metrics that have demonstrated their importance in ESM evaluation in the peer-reviewed literature. The Earth System Model Evaluation Tool (ESMValTool) is a community effort open to both users and developers encouraging open exchange of diagnostic source code and evaluation results from the Coupled Model Intercomparison Project (CMIP) ensemble. This will facilitate and improve ESM evaluation beyond the state-of-the-art and aims at supporting such activities within CMIP and at individual modelling centres. Ultimately, we envisage running the ESMValTool alongside the Earth System Grid Federation (ESGF) as part of a more routine evaluation of CMIP model simulations while utilizing observations available in standard formats (obs4MIPs) or provided by the user.","application/pdf","10.3929/ethz-b-000115937",,"1991-9603||1991-959X",,"10.5194/gmd-9-1747-2016","http://hdl.handle.net/20.500.11850/115937","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"ESMValTool (v1.0) – a community diagnostic and performance metrics tool for routine evaluation of Earth system models in CMIP","Journal Article","Open access",,,"2017-06-12T05:24:53Z",,"pub:177776",,"yes",,,,,,,,,,"imp5936545d101a936768","010180250","84969760094","000376937800006","Geosci. model dev.","5","Geoscientific Model Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"1802","1747","Göttingen","published",,,,,,,,,"2017-07-13T11:58:22Z","2023-02-06T17:06:49Z","true",,"ECIT","publishedVersion"
"293501","20.500.11850/3","Baker, Allison H.||Hammerling, Dorit M.||Mickelson, Sheri A.||Xu, Haiying||Stolpe, Martin B.||Naveau, Phillippe||Sanderson, Ben||Ebert-Uphoff, Imme||Samarasinghe, Savini||De Simone, Francesco||Carbone, Francesco||Gencarelli, Christian N.||Dennis, John M.||Kay, Jennifer E.||Lindstrom, Peter",,,"2019-05-16T10:37:57Z","2017-06-12T18:03:50Z||2019-05-16T10:37:57Z","2016","2016-12-07","High-resolution Earth system model simulations generate enormous data volumes, and retaining the data from these simulations often strains institutional storage resources. Further, these exceedingly large storage requirements negatively impact science objectives, for example, by forcing reductions in data output frequency, simulation length, or ensemble size. To lessen data volumes from the Community Earth System Model (CESM), we advocate the use of lossy data compression techniques. While lossy data compression does not exactly preserve the original data (as lossless compression does), lossy techniques have an advantage in terms of smaller storage requirements. To preserve the integrity of the scientific simulation data, the effects of lossy data compression on the original data should, at a minimum, not be statistically distinguishable from the natural variability of the climate system, and previous preliminary work with data from CESM has shown this goal to be attainable. However, to ultimately convince climate scientists that it is acceptable to use lossy data compression, we provide climate scientists with access to publicly available climate data that have undergone lossy data compression. In particular, we report on the results of a lossy data compression experiment with output from the CESM Large Ensemble (CESM-LE) Community Project, in which we challenge climate scientists to examine features of the data relevant to their interests, and attempt to identify which of the ensemble members have been compressed and reconstructed. We find that while detecting distinguishing features is certainly possible, the compression effects noticeable in these features are often unimportant or disappear in post-processing analyses. In addition, we perform several analyses that directly compare the original data to the reconstructed data to investigate the preservation, or lack thereof, of specific features critical to climate science. Overall, we conclude that applying lossy data compression to climate simulation data is both advantageous in terms of data reduction and generally acceptable in terms of effects on scientific results.","application/pdf","10.3929/ethz-b-000125344",,"1991-9603||1991-959X",,"10.5194/gmd-9-4381-2016","http://hdl.handle.net/20.500.11850/125344","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Evaluating lossy data compression on climate simulation data within a large ensemble","Journal Article","Open access",,,"2017-06-12T18:04:26Z",,"pub:187936",,"yes",,,,,,,,,,"imp5936550e4f99f13571","010180250",,"000390650300001","Geosci. model dev.","12","Geoscientific Model Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"4403","4381","Göttingen","published",,,,,,,,,"2017-07-26T04:36:00Z","2023-02-06T17:07:17Z","true",,"ECIT","publishedVersion"
"293534","20.500.11850/3","Zanchettin, Davide||Khodri, Myriam||Timmreck, Claudia||Toohey, Matthew||Schmidt, Anja||Gerber, Edwin P.||Hegerl, Gabriele||Robock, Alan||Pausata, Francesco S.R.||Ball, William T.||Bauer, Susanne E.||Bekki, Slimane||Dhomse, Sandip S.||Le Grande, Allegra N.||Mann, Graham W.||Marshall, Lauren||Mills, Michael||Marchand, Marion||Niemeier, Ulrike||Poulain, Virginie||Rozanov, Eugene||Rubino, Angelo||Stenke, Andrea||Tsigaridis, Kostas||Tummon, Fiona",,,"2019-05-16T12:48:40Z","2017-06-12T11:33:13Z||2019-05-16T12:48:40Z","2016","2016-08-17","The enhancement of the stratospheric aerosol layer by volcanic eruptions induces a complex set of responses causing global and regional climate effects on a broad range of timescales. Uncertainties exist regarding the climatic response to strong volcanic forcing identified in coupled climate simulations that contributed to the fifth phase of the Coupled Model Intercomparison Project (CMIP5). In order to better understand the sources of these model diversities, the Model Intercomparison Project on the climatic response to Volcanic forcing (VolMIP) has defined a coordinated set of idealized volcanic perturbation experiments to be carried out in alignment with the CMIP6 protocol. VolMIP provides a common stratospheric aerosol data set for each experiment to minimize differences in the applied volcanic forcing. It defines a set of initial conditions to assess how internal climate variability contributes to determining the response. VolMIP will assess to what extent volcanically forced responses of the coupled ocean–atmosphere system are robustly simulated by state-of-the-art coupled climate models and identify the causes that limit robust simulated behavior, especially differences in the treatment of physical processes. This paper illustrates the design of the idealized volcanic perturbation experiments in the VolMIP protocol and describes the common aerosol forcing input data sets to be used.","application/pdf","10.3929/ethz-b-000119853",,"1991-9603||1991-959X",,"10.5194/gmd-9-2701-2016","http://hdl.handle.net/20.500.11850/119853","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"The Model Intercomparison Project on the climatic response to Volcanic forcing (VolMIP): Experimental design and forcing input data for CMIP6","Journal Article","Open access",,,"2017-06-12T11:36:03Z",,"pub:181889",,"yes",,,,,,,,,,"imp593654a985fd353898","010180250","84983430283","000383794200001","Geosci. model dev.","8","Geoscientific Model Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"2719","2701","Göttingen","published",,,,,,,,,"2017-07-19T10:30:19Z","2023-02-06T17:07:23Z","true",,"ECIT","publishedVersion"
"293539","20.500.11850/3","Gillett, Nathan P.||Shiogama, Hideo||Funke, Bernd||Hegerl, Gabriele||Knutti, Reto||Matthes, Katja||Santer, Benjamin D.||Stone, Daithi||Tebaldi, Claudia",,,"2019-05-16T12:57:27Z","2017-06-12T14:47:24Z||2019-05-16T12:57:27Z","2016","2016-10-18","Detection and attribution (D&A) simulations were important components of CMIP5 and underpinned the climate change detection and attribution assessments of the Fifth Assessment Report of the Intergovernmental Panel on Climate Change. The primary goals of the Detection and Attribution Model Intercomparison Project (DAMIP) are to facilitate improved estimation of the contributions of anthropogenic and natural forcing changes to observed global warming as well as to observed global and regional changes in other climate variables; to contribute to the estimation of how historical emissions have altered and are altering contemporary climate risk; and to facilitate improved observationally constrained projections of future climate change. D&A studies typically require unforced control simulations and historical simulations including all major anthropogenic and natural forcings. Such simulations will be carried out as part of the DECK and the CMIP6 historical simulation. In addition D&A studies require simulations covering the historical period driven by individual forcings or subsets of forcings only: such simulations are proposed here. Key novel features of the experimental design presented here include firstly new historical simulations with aerosols-only, stratospheric-ozone-only, CO2-only, solar-only, and volcanic-only forcing, facilitating an improved estimation of the climate response to individual forcing, secondly future single forcing experiments, allowing observationally constrained projections of future climate change, and thirdly an experimental design which allows models with and without coupled atmospheric chemistry to be compared on an equal footing.","application/pdf","10.3929/ethz-b-000121875",,"1991-9603||1991-959X",,"10.5194/gmd-9-3685-2016","http://hdl.handle.net/20.500.11850/121875","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"The Detection and Attribution Model Intercomparison Project (DAMIP v1.0) contribution to CMIP6","Journal Article","Open access",,,"2017-06-12T14:54:11Z",,"pub:184137",,"yes",,,,,,,,,,"imp593654cfcddce46371","010180250","84992376571","000386585100001","Geosci. model dev.","10","Geoscientific Model Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"3697","3685","Göttingen","published",,,,,,,,,"2017-07-13T09:20:05Z","2023-02-06T17:07:25Z","true",,"ECIT","publishedVersion"
"293556","20.500.11850/3","Van den Hurk, Bart||Kim, Hyungjun||Krinner, Gerhard||Seneviratne, Sonia I.||Derksen, Chris||Oki, Taikan||Douville, Hervé||Colin, Jeanne||Ducharne, Agnès||Cheruy, Frederique||Viovy, Nicholas||Puma, Michael J.||Wada, Yoshihide||Li, Weiping||Jia, Binghao||Alessandri, Andrea||Lawrence, Dave M.||Weedon, Graham P.||Ellis, Richard||Hagemann, Stefan||Mao, Jiafu||Flanner, Mark G.||Zampieri, Matteo||Materia, Stefano||Law, Rachel M.||Sheffield, Justin",,,"2019-05-16T14:00:59Z","2017-06-12T12:05:18Z||2019-05-16T14:00:59Z","2016","2016-08-24","The Land Surface, Snow and Soil Moisture Model Intercomparison Project (LS3MIP) is designed to provide a comprehensive assessment of land surface, snow and soil moisture feedbacks on climate variability and climate change, and to diagnose systematic biases in the land modules of current Earth system models (ESMs). The solid and liquid water stored at the land surface has a large influence on the regional climate, its variability and predictability, including effects on the energy, water and carbon cycles. Notably, snow and soil moisture affect surface radiation and flux partitioning properties, moisture storage and land surface memory. They both strongly affect atmospheric conditions, in particular surface air temperature and precipitation, but also large-scale circulation patterns. However, models show divergent responses and representations of these feedbacks as well as systematic biases in the underlying processes. LS3MIP will provide the means to quantify the associated uncertainties and better constrain climate change projections, which is of particular interest for highly vulnerable regions (densely populated areas, agricultural regions, the Arctic, semi-arid and other sensitive terrestrial ecosystems).  The experiments are subdivided in two components, the first addressing systematic land biases in offline mode (“LMIP”, building upon the 3rd phase of Global Soil Wetness Project; GSWP3) and the second addressing land feedbacks attributed to soil moisture and snow in an integrated framework (“LFMIP”, building upon the GLACE-CMIP blueprint).","application/pdf","10.3929/ethz-b-000120158",,"1991-9603||1991-959X",,"10.5194/gmd-9-2809-2016","http://hdl.handle.net/20.500.11850/120158","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"LS3MIP (v1.0) contribution to CMIP6: The Land Surface, Snow and Soil moisture Model Intercomparison Project - Aims, setup and expected outcome","Journal Article","Open access",,,"2017-06-12T12:07:02Z",,"pub:182211",,"yes",,,,,,,,,,"imp593654af5c32052787","010180250","84984832799","000383800400002","Geosci. model dev.","8","Geoscientific Model Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"2832","2809","Göttingen","published",,,,,,,,,"2017-07-26T04:51:00Z","2023-02-06T17:07:29Z","true",,"ECIT","publishedVersion"
"295937","20.500.11850/3","Stiller-Reeve, Mathew A.||Heuzé, Céline||Ball, William T.||White, Rachel H.||Messori, Gabriele||Wiel, Karin van der||Medhaug, Iselin||Eckes, Annemarie H.||O'Callaghan, Amee||Newland, Mike J.||Williams, Sian R.||Kasoar, Matthew||Wittmeier, Hella Elisa||Kumer, Valerie",,,"2019-06-06T09:56:40Z","2017-06-12T10:01:11Z||2019-06-06T09:56:40Z","2016","2016-07-21","Science, in our case the climate and geosciences, is increasingly interdisciplinary. Scientists must therefore communicate across disciplinary boundaries. For this communication to be successful, scientists must write clearly and concisely, yet the historically poor standard of scientific writing does not seem to be improving. Scientific writing must improve, and the key to long-term improvement lies with the early-career scientist (ECS). Many interventions exist for an ECS to improve their writing, like style guides and courses. However, momentum is often difficult to maintain after these interventions are completed. Continuity is key to improving writing.  This paper introduces the ClimateSnack project, which aims to motivate ECSs to develop and continue to improve their writing and communication skills. The project adopts a peer-learning framework where ECSs voluntarily form writing groups at different institutes around the world. The group members learn, discuss, and improve their writing skills together.  Several ClimateSnack writing groups have formed. This paper examines why some of the groups have flourished and others have dissolved. We identify the challenges involved in making a writing group successful and effective, notably the leadership of self-organized groups, and both individual and institutional time management. Within some of the groups, peer learning clearly offers a powerful tool to improve writing as well as bringing other benefits, including improved general communication skills and increased confidence.","application/pdf","10.3929/ethz-b-000118933",,"1027-5606||1607-7938",,"10.5194/hess-20-2965-2016","http://hdl.handle.net/20.500.11850/118933","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Improving together: Better science writing through peer learning","Journal Article","Open access",,,"2017-06-12T10:07:23Z",,"pub:180919",,"yes",,,,,,,,,,"imp59365496d14e976853","001881462","84979599697","000381101700010","Hydrol. Earth Syst. Sci.","7","Hydrology and Earth System Sciences","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"2973","2965","Göttingen","published",,,,,,"10.5194/hess-20-2965-2016-corrigendum",,,"2017-07-19T09:23:04Z","2023-02-06T17:10:06Z","true",,"ECIT","publishedVersion"
"168740","20.500.11850/16","Coulon, Ancelin",,"Peter, Thomas||Stenke, Andrea||Voulgarakis, Apostolos","2017-07-14T07:42:42Z","2017-07-13T16:21:49Z||2017-07-14T07:42:42Z","2016",,,"application/pdf","10.3929/ethz-b-000170678",,,,,"http://hdl.handle.net/20.500.11850/170678","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The Drivers of Atmospheric Methane Fluctuations over the Last Three Decades","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-07-13T16:21:50Z",,,,"yes",,,,,,,,,"23516",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517||03517","03517||03517",,,,"Zurich","published",,,,,,,,,"2017-07-14T07:43:22Z","2023-02-06T14:23:56Z","true","139 p.","FORM",
"165448","20.500.11850/16","Schoenenberger, Fabian",,"Peter, Thomas||Reimann, Stefan||Engel, Andreas","2017-06-23T12:22:04Z","2017-06-22T09:18:25Z||2017-06-23T12:22:04Z","2016","2017-06-23",,"application/pdf","10.3929/ethz-b-000165415",,,,,"http://hdl.handle.net/20.500.11850/165415","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Atmospheric Halocarbons − Detection of Previously Unobserved Compounds and Assessment of Mediterranean Emission Regions","Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-22T09:18:27Z",,,,"yes",,,,,,,,,"23993",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,,,"Zurich","published",,,,,,,,,"2017-06-23T12:22:10Z","2023-02-06T14:21:49Z","true","130 p.","FORM",
"255203","20.500.11850/3","Imamovic, Adel||Tanaka, Katsumasa||Folini, Doris||Wild, Martin",,,"2018-09-27T12:29:15Z","2017-06-12T02:55:36Z||2018-09-27T12:29:15Z","2016","2016-03-04","Global dimming refers to the decrease in surface solar radiation (SSR) observed from the 1960s to the 1980s at different measurement sites all around the world. It is under debate whether anthropogenic aerosols emitted from urban areas close to the measurement sites are mainly responsible for the dimming. In order to assess this urbanization impact on SSR, we use spatially explicit population density data of 0.08° resolution to construct population indices (PI) at 157 high data quality sites. Our study extends previous population-based studies by incorporating distance-weighting as a simple aerosol diffusion model. We measured urbanization in the surrounding of a site as the PI change from 1960 to 1990 and found no negative correlation with the corresponding SSR trends from 1964 to 1989 for the 92 sites in Europe and Japan. For the 39 sites in China the correlation coefficients are significant at the 5 % level and reach around −0.35, while for the 26 remaining Asian, mostly Russian sites the correlation coefficients reach around −0.55 at the 1 % significance level. Results are similar, when the absolute levels of PIs are taken as an indicator for urbanization. Our findings call into question the existence of an urbanization effect for the sites in Europe and Japan, while such an effect cannot be ruled out for the sites in Asia, especially in Russia.","application/pdf","10.3929/ethz-b-000114334",,"1680-7375||1680-7367",,"10.5194/acp-16-2719-2016","http://hdl.handle.net/20.500.11850/114334","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Global dimming and urbanization: Did stronger negative SSR trends collocate with regions of population growth?","Journal Article","Open access",,,"2017-06-12T03:02:24Z",,"pub:176113",,"yes",,,,,,,,,,"imp5936543c882a836294","004294181","84960100665","000374702000001","Atmos. chem. phys.","5","Atmospheric Chemistry and Physics","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03360||03777","03360||03777",,"2725","2719","Göttingen","published",,,,,,,,,"2017-07-13T11:35:55Z","2023-02-06T15:56:18Z","true",,"ECIT","publishedVersion"
"256778","20.500.11850/3","Manara, Veronica||Brunetti, Michele||Celozzi, Angela||Maugeri, Maurizio||Sanchez-Lorenzo, Arturo||Wild, Martin",,,"2018-10-08T14:26:20Z","2017-06-12T12:22:22Z||2018-10-08T14:26:20Z","2016","2016-09-08","A dataset of 54 daily Italian downward surface solar radiation (SSR) records has been set up collecting data for the 1959–2013 period. Special emphasis is given to the quality control and the homogenization of the records in order to ensure the reliability of the resulting trends. This step has been shown as necessary due to the large differences obtained between the raw and homogenized dataset, especially during the first decades of the study period. In addition, SSR series under clear-sky conditions were obtained considering only the cloudless days from corresponding ground-based cloudiness observations. Subsequently, records were interpolated onto a regular grid and clustered into two regions, northern and southern Italy, which were averaged in order to get all-sky and clear-sky regional SSR records. Their temporal evolution is presented, and possible reasons for differences between all-sky and clear-sky conditions and between the two regions are discussed in order to determine to what extent SSR variability depends on aerosols or clouds. Specifically, the all-sky SSR records show a decrease until the mid-1980s (dimming period), and a following increase until the end of the series (brightening period) even though strength and persistence of tendencies are not the same in all seasons. Clear-sky records present stronger tendencies than all-sky records during the dimming period in all seasons and during the brightening period in winter and autumn. This suggests that, under all-sky conditions, the variations caused by the increase/decrease in the aerosol content have been partially masked by cloud cover variations, especially during the dimming period. Under clear sky the observed dimming is stronger in the south than in the north. This peculiarity could be a consequence of a significant contribution of mineral dust variations to the SSR variability.","application/pdf","10.3929/ethz-b-000120331",,"1680-7375||1680-7367",,"10.5194/acp-16-11145-2016","http://hdl.handle.net/20.500.11850/120331","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Detection of dimming/brightening in Italy from homogenized all-sky and clear-sky surface solar radiation records and underlying causes (1959-2013)","Journal Article","Open access",,,"2017-06-12T12:24:46Z",,"pub:182396",,"yes",,,,,,,,,,"imp593654b296f7e37557","004294181","84986566082","000384007100001","Atmos. chem. phys.","17","Atmospheric Chemistry and Physics","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"11161","11145","Göttingen","published",,,,,,,,,"2017-07-26T19:10:45Z","2023-02-06T16:00:57Z","true",,"ECIT","publishedVersion"
