id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.projectMember,dc.contributor.researchGroup,dc.contributor.researcher,dc.contributor.rightsHolder,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.continues,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"456290","20.500.11850/22","Ball, William||Chiodo, Gabriel||Abalos, Marta||Alsing, Justin",,,,,,,,,,,,"2022-06-24T12:33:18Z","2019-12-11T11:35:45Z||2019-12-11T12:12:24Z||2022-06-24T12:33:18Z",,"2019-09-23",,"The stratospheric ozone layer shields surface life from harmful ultraviolet radiation. Following the Montreal Protocol ban of long-lived ozone depleting substances (ODSs), rapid depletion of total column ozone (TCO) ceased in the late 1990s and ozone above 32 km now enjoys a clear recovery. However, there is still no confirmation of TCO recovery, and evidence has emerged that ongoing quasi-global (60° S–60° N) lower stratospheric ozone decreases may be responsible, dominated by low latitudes (30° S–30° N). Chemistry climate models (CCMs) used to project future changes predict that lower stratospheric ozone will decrease in the tropics by 2100, but not at mid-latitudes (30°–60°). Here, we show that CCMs display an ozone decline similar to that observed in the tropics over 1998–2016, likely driven by a increase of tropical upwelling. On the other hand, mid-latitude lower stratospheric ozone is observed to decrease, while CCMs show an increase. Despite opposing lower stratospheric ozone changes, which should induce opposite temperature trends, CCM and observed temperature trends agree; we demonstrate that opposing model-observation stratospheric water vapour (SWV) trends, and their associated radiative effects, explain why temperature changes agree in spite of opposing ozone trends. We provide new evidence that the observed mid-latitude trends can be explained by enhanced mixing between the tropics and extratropics. We further show that the temperature trends are consistent with the observed mid-latitude ozone decrease. Together, our results suggest that large scale circulation changes expected in the future from increased greenhouse gases (GHGs) may now already be underway, but that most CCMs are not simulating well mid-latitude ozone layer changes. The reason CCMs do not exhibit the observed changes urgently needs to be understood to improve confidence in future projections of the ozone layer.","application/pdf","10.3929/ethz-b-000384699",,"1680-7375||1680-7367",,"10.5194/acp-2019-734","http://hdl.handle.net/20.500.11850/384699","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Inconsistencies between chemistry climate model and observed lower stratospheric trends since 1998","Working Paper","Open access",,,,"2019-12-11T11:35:56Z",,,,,"yes",,,,,,,,,,,,,,,,"Atmos. chem. phys. discuss.",,"Atmospheric Chemistry and Physics Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,,,"Göttingen","published",,,,,,,,,"10.3929/ethz-b-000438711",,,,,"2019-12-11T12:12:36Z","2023-02-07T03:46:52Z","true","26 p.","FORM",,,,
"311291","20.500.11850/4","Hoegh-Guldberg, Ove||Jacob, Daniela||Taylor, Michael A.||Guillén Bolaños, Tania||Bindi, Marco||Brown, Sally L.||Camilloni, Inés A.||Diedhiou, Arona||Djalante, Riyanti||Ebi, Kristie L.||Engelbrecht, Francois||Guiot, Joël||Hijioka, Yasuaki||Mehrotra, Shagun||Hope, Chris W.||Payne, Antony J.||Pörtner, Hans-Otto||Seneviratne, Sonia I.||Thomas, Adelle||Warren, Rachel F.||Zhou, Guangsheng",,,,,,,,,,,,"2019-09-27T11:10:32Z","2019-09-26T02:41:34Z||2019-09-27T11:09:23Z||2019-09-27T11:10:32Z",,"2019-09-20",,,,,,"0036-8075||1095-9203",,"10.1126/science.aaw6974","http://hdl.handle.net/20.500.11850/366513","en","AAAS",,,,"The human imperative of stabilizing global climate change at 1.5°C","Review Article","Metadata only",,,,"2019-09-26T02:42:02Z",,,,,"yes",,,,,,,,,,,,,"85072305495",,"000487547400034",,"6459","Science","365","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"27544","27534","Washington, DC","published",,,,,,,,,,,,,,"2019-09-27T11:09:42Z","2022-03-28T23:43:38Z","true",,"SCOPUS",,,,
"466202","20.500.11850/19","Roth, Lucie",,,,,,,,,,,"Wieder, Jörg||Kanji, Zamin A","2022-09-02T06:58:20Z","2022-08-14T22:10:57Z||2022-08-15T05:25:21Z||2022-09-02T06:58:20Z",,"2019-09-19",,"Ice particles influence the radiation and lifetime of cirrus and mixed-phase clouds and initiate most of global precipitation. Processes like heterogeneous ice nucleation responsible for the formation of first ice in clouds are still not completely understood and contribute to uncertainties in weather and climate modelling. RACLETS (Role of Aerosols and Clouds Enhanced by Topography on Snow) was a field campaign planned in order to investigate the whole formation and deposition pathway of precipitation in Davos, Switzerland, in February and March 2019. The aim of this thesis was to investigate if and how ice nucleating particle concentrations ([INP]) at −8◦C and −15◦C fluctuated over orographic terrain at the measurement site in the valley (Wolfgangpass (WOP), 1631 m a.s.l.) compared to on the mountain top (Weissfluhjoch (WFJ), 2691 m a.s.l.). The [INP] were measured with the drop freezing apparatus DRINCZ (DRoplet Ice Nucleation Counter Zurich) and LINDA (LED-based Ice Nucleation Detection Apparatus). Measurements taken during a clear sky and dry period were compared to a period with frequent occurrence of clouds and precipitation. The influence on the [INP] of a Saharan dust event from long range transport as well as local processes (presence of snowfall, inversion layers and emission of biological particles) were examined. A significant increase of [INP] was observed during the Saharan dust event at −15◦C at WFJ, but not at WOP. During snow- fall as well as sunny and warm periods after midday (12:00 to 14:00 local time), [INP] increased significantly at −8◦C on both sites. Particles enhancing the ice nucleation at −8◦C are thought to be of biological origin. Despite the significant influence on [INP] during hours or days, the mean of the two investigated periods of time did not differ. Therefore, the importance of a correct parameterization with a high temporal resolution of the [INP] for short term applications like weather predictions is proposed, but not for longer time scales of climate modelling.","application/pdf","10.3929/ethz-b-000563592",,,,,"http://hdl.handle.net/20.500.11850/563592","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","aerosol; INP; ice nucleation; Alps; orographic clouds; mixed-phase clouds; snowfall; precipitation","Investigating fluctuations in ice nucleating particle concentrations over orographic terrain","Bachelor Thesis","Open access",,,,"2022-08-14T22:11:04Z",,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science",,"02717",,,,,"Zurich","published",,,,,"10.3929/ethz-b-000539465",,,,,,,,,"2022-09-02T06:58:29Z","2022-09-02T06:58:29Z","true","45 p.","FORM",,,,
"311321","20.500.11850/3","Rogelj, Joeri||Huppmann, Daniel||Krey, Volker||Riahi, Keywan||Clarke, Leon||Gidden, Matthew||Nicholls, Zebedee||Meinshausen, Malte",,,,,,,,,,,,"2019-09-27T12:54:34Z","2019-09-27T09:58:19Z||2019-09-27T12:54:34Z",,"2019-09-18",,,,,,"0028-0836||1476-4687",,"10.1038/s41586-019-1541-4","http://hdl.handle.net/20.500.11850/366926","en","Nature Publishing Group",,,,"A new scenario logic for the Paris Agreement long-term temperature goal","Journal Article","Metadata only",,,,"2019-09-27T09:58:26Z",,,,,"yes",,,,,,,,,,,,,"85072384476",,"000486647800038",,"7774","Nature","573","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"363","357","London","published",,,,,,,,,,,,,,"2019-09-27T12:54:55Z","2022-03-28T23:43:40Z","true",,"SCOPUS",,,,
"379353","20.500.11850/3","Zhou, Sha||Williams, A. Park||Berg, Alexis M.||Cook, Benjamin I.||Zhang, Yao||Hagemann, Stefan||Lorenz, Ruth||Seneviratne, Sonia I.||Gentine, Pierre",,,,,,,,,,,,"2020-12-09T14:06:25Z","2019-09-26T02:42:15Z||2019-09-26T10:08:15Z||2020-12-09T11:29:19Z||2020-12-09T12:56:14Z||2020-12-09T14:06:25Z",,"2019-09-17","2019-09-03","Soil drought and atmospheric aridity can be disastrous for ecosystems and society. This study demonstrates the critical role of land–atmosphere feedbacks in driving cooccurring soil drought and atmospheric aridity. The frequency and intensity of atmospheric aridity are greatly reduced without the feedback of soil moisture to atmospheric temperature and humidity. Soil moisture can also impact precipitation to amplify soil moisture deficits under dry conditions. These land–atmosphere processes lead to high probability of concurrent soil drought and atmospheric aridity. Compared to the historical period, models project future frequency and intensity of concurrent soil drought and atmospheric aridity to be further enhanced by land–atmosphere feedbacks, which may pose large risks to ecosystem services and human well-being in the future.","application/pdf","10.3929/ethz-b-000366522",,"0027-8424||1091-6490",,"10.1073/pnas.1904955116","http://hdl.handle.net/20.500.11850/366522","en","National Academy of Sciences","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","soil moisture||vapor pressure deficit||compound extreme events||GLACE-CMIP5","Land–atmosphere feedbacks exacerbate concurrent soil drought and atmospheric aridity","Journal Article","Open access",,,,"2019-09-26T02:42:58Z",,,,,"yes",,,,,,,,,,,,,"85072326034",,,"Proc Natl Acad Sci U S A","38","Proceedings of the National Academy of Sciences of the United States of America","116","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03778||03777","03778||03777",,"18853","18848","Washington, DC","published",,,,,,,,,,,,,,"2019-09-26T10:08:27Z","2022-03-29T04:12:06Z","true",,"SCOPUS",,,"acceptedVersion",
"305354","20.500.11850/3","Gute, Ellen||Lacher, Larissa||Kanji, Zamin A||Kohl, Rebecca||Curtius, Joachim||Weber, Daniel||Bingemer, Heinz||Clemen, Hans-Christian||Schneider, Johannes||Gysel-Beer, Martin||Ferguson, Stephen T.||Abbatt, Jonathan P.D.",,,,,,,,,,,,"2019-08-15T11:28:20Z","2019-07-25T04:00:24Z||2019-07-29T13:14:27Z||2019-08-15T11:28:20Z",,"2019-09-02","2019-05-31",,,,,"0278-6826||1521-7388",,"10.1080/02786826.2019.1626346","http://hdl.handle.net/20.500.11850/355014","en","Taylor & Francis",,,,"Field evaluation of a Portable Fine Particle Concentrator (PFPC) for ice nucleating particle measurements","Journal Article","Metadata only",,,,"2019-07-25T04:00:27Z",,,,,"yes",,,,,,,,,,,,,,,"000475234500001","Aerosol Sci. Tech.","9","Aerosol Science and Technology","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"1078","1067","London","published",,,,,,,,,,,,,,"2019-08-15T11:28:28Z","2022-03-28T23:29:31Z","true",,"WOS",,,,
"469246","20.500.11850/18","Schär, Mario",,,,,,,,,,,"Wieder, Jörg||Lauber, Annika||Henneberger, Jan","2022-09-26T06:05:25Z","2022-08-26T07:03:44Z||2022-08-26T13:30:52Z||2022-09-26T06:05:25Z",,"2019-09-02",,"While a majority of precipitating clouds in the Alps are mixed-phase clouds (MPCs), a lot of microphysical processes behind ice formation and precipitation initiation are still not fully understood. In this thesis, orographic precipitation events were analysed with measurement data from the RACLETS field campaign in Davos during winter 2019 in order to investigate microphysical properties of precipitation and MPCs. Precipitation was analysed with Parsivel laser disdrometers, while in-situ cloud measurements were taken with the holographic imager HOLIMO. Remote sensing and meteorological observations furthermore provided information about atmospheric conditions during the measurement period. In a first case study, a cold front precipitation event was analysed. Comparing measurements from two Parsivel disdrometers at different locations, observed differences in accumulated precipitation could be explained with microphysical properties of precipitation. Increased snowfall rates at one measurement site were mostly the result of higher precipitation particle number concentrations and higher particle fall velocity in combination. In MPC measurements mostly ice crystals were found, compared to only small cloud droplet number concentrations. Both, ice crystal and cloud droplet number densities increased over time. High cloud particle number concentrations furthermore were also consistent with high radar reflectivities measured with a cloud radar. During a second precipitation event, a transition from rainfall to snowfall was investigated. Using Parsivel disdrometer measurements, a transition from typical raindrop size-velocity distributions to typical snow particle distributions was observed. Furthermore, co-existing raindrops and snow particles were found during the short transition period, resulting in bimodal particle size-velocity distributions. Additionally, a melting layer could be observed with radar in the lowest few hundred metres above ground, consistent with Parsivel measurements on a mountain above the melting layer, where only snowfall was detected.","application/pdf","10.3929/ethz-b-000566640",,,,,"http://hdl.handle.net/20.500.11850/566640","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Alps; orographic clouds; mixed-phase clouds; snowfall; precipitation; field measurements","Investigating microphysical properties of MPCs and precipitation in mountainous terrain","Master Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences",,"2022-08-26T07:03:50Z",,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike",,"03690",,,,,"Zurich","published",,,,,,,,,,,,,,"2022-09-26T06:05:26Z","2022-09-26T06:05:26Z","true","47 p.","FORM",,,,
"316542","20.500.11850/3","Renfrew, Ian A.||Pickart, Robert S.||Våge, Kjetil||Moore, George W.K.||Bracegirdle, Thomas J.||Elvidge, Andrew D.||Jeansson, Emil||Lachlan-Cope, Tom A.||McRaven, Leah T.||Papritz, Lukas||Reuder, Joachim||Sodemann, Harald||Terpstra, Annick||Waterman, Stephanie N.||Valdimarsson, Héđinn||Weiss, Alexandra||Almansi, Mattia||Bahr, Frank B.||Brakstad, Ailin||Barrell, C.||Brooke, Jennifer K.||Brooks, Barbara J.||Brooks, Ian M.||Brooks, Malcolm E.||Bruvik, Erik M.||Duscha, C.||Fer, Ilker||Hallerstig, M.||Hessevik, Idar||Huang, Jie||Houghton, Leah A.||Jónsson, Steingrímur||Jonassen, Marius O.||Jackson, K.||Kvalsund, Karsten||Kolstad, Erik W.||Konstali, K.||Kristiansen, Jørn||Ladkin, Russell||Lin, Peigen||MacRander, Andreas||Mitchell, A.||Ólafsson, Haraldur||Pacini, Astrid||Payne, C.||Palmason, B.||Pérez-Hernández, María D.||Peterson, Algot K.||Petersen, Gudrún N.||Pisareva, Maria N.||Pope, James O.||Seidl, Andrew||Semper, Stefanie||Sergeev, Denis E.||Skjelsvik, S.||Søiland, Henrik||Smith, Doug M.||Spall, Michael A.||Spengler, Thomas||Touzeau, Alexandra||Weng, Y.||Williams, Keith D.||Yang, X.||Zhou, S.",,,,,,,,,,,,"2019-10-31T11:44:04Z","2019-10-30T18:17:27Z||2019-10-31T11:26:38Z||2019-10-31T11:44:04Z",,"2019-09","2019-09-27","The Iceland Greenland Seas Project (IGP) is a coordinated atmosphere–ocean research program investigating climate processes in the source region of the densest waters of the Atlantic meridional overturning circulation. During February and March 2018, a field campaign was executed over the Iceland and southern Greenland Seas that utilized a range of observing platforms to investigate critical processes in the region, including a research vessel, a research aircraft, moorings, sea gliders, floats, and a meteorological buoy. A remarkable feature of the field campaign was the highly coordinated deployment of the observing platforms, whereby the research vessel and aircraft tracks were planned in concert to allow simultaneous sampling of the atmosphere, the ocean, and their interactions. This joint planning was supported by tailor-made convection-permitting weather forecasts and novel diagnostics from an ensemble prediction system. The scientific aims of the IGP are to characterize the atmospheric forcing and the ocean response of coupled processes; in particular, cold-air outbreaks in the vicinity of the marginal ice zone and their triggering of oceanic heat loss, and the role of freshwater in the generation of dense water masses. The campaign observed the life cycle of a long-lasting cold-air outbreak over the Iceland Sea and the development of a cold-air outbreak over the Greenland Sea. Repeated profiling revealed the immediate impact on the ocean, while a comprehensive hydrographic survey provided a rare picture of these subpolar seas in winter. A joint atmosphere–ocean approach is also being used in the analysis phase, with coupled observational analysis and coordinated numerical modeling activities underway.","application/pdf","10.3929/ethz-b-000374041",,"0003-0007||1520-0477",,"10.1175/BAMS-D-18-0217.1","http://hdl.handle.net/20.500.11850/374041","en","American Meteorological Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The Iceland Greenland Seas Project","Journal Article","Open access",,,,"2019-10-30T18:17:30Z",,,,,"yes",,,,,,,,,,,,,,,"000489716700016","BAMS","9","Bulletin of the American Meteorological Society","100","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"1817","1795","Boston, MA","published",,,,,,,,,,,,,,"2019-10-31T11:27:30Z","2020-02-15T22:16:20Z","true",,"WOS",,,"publishedVersion",
"307469","20.500.11850/3","Sippel, Sebastian||Meinshausen, Nicolai||Merrifield, Anna||Lehner, Flavio||Pendergrass, Angeline G.||Fischer, Erich||Knutti, Reto",,,,,,,,,,,,"2019-09-02T09:04:59Z","2019-09-01T02:10:01Z||2019-09-02T09:04:59Z",,"2019-09","2019-08-09",,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-18-0882.1","http://hdl.handle.net/20.500.11850/361680","en","American Meteorological Society",,,,"Uncovering the Forced Climate Response from a Single Ensemble Member Using Statistical Learning","Journal Article","Metadata only",,,,"2019-09-01T02:10:05Z",,,,,"yes",,,,,,,,,,,,,"85074661205",,"000480264800001","J. climate","17","Journal of Climate","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02000 - Dep. Mathematik / Dep. of Mathematics::02537 - Seminar für Statistik (SfS) / Seminar for Statistics (SfS)::03990 - Meinshausen, Nicolai / Meinshausen, Nicolai","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02000 - Dep. Mathematik / Dep. of Mathematics::02537 - Seminar für Statistik (SfS) / Seminar for Statistics (SfS)::03990 - Meinshausen, Nicolai / Meinshausen, Nicolai","03777||03990","03777||03990",,"5699","5677","Boston, MA","published",,,,,,,,,,,,,,"2019-09-02T09:05:08Z","2020-02-15T21:28:44Z","true",,"WOS",,,,
"313962","20.500.11850/3","Fischer, Benjamin M.C.||Aemisegger, Franziska||Graf, Pascal||Sodemann, Harald||Seibert, Jan",,,,,,,,,,,,"2019-10-15T10:44:11Z","2019-10-15T02:21:32Z||2019-10-15T10:44:11Z",,"2019-09","2019-09-27","To better understand the small-scale variability of rainfall and its isotopic composition it is advantageous to utilize rain samplers which are at the same time low-cost, low-tech, robust, and precise with respect to the collected rainwater isotopic composition. We assessed whether a self-built version of the Kennedy sampler is able to collect rainwater consistently without mixing with antecedent collected water. We called the self-built sampler made from honey jars and silicon tubing the Zurich sequential sampler. Two laboratory experiments show that high rainfall intensities can be sampled and that the volume of water in a water sample originating from a different bottle was generally less than 1 ml. Rainwater was collected in 5 mm increments for stable isotope analysis using three (year 2011) and five (years 2015 and 2016) rain samplers in Zurich (Switzerland) during eleven rainfall events. The standard deviation of the total rainfall amounts between the different rain gauges was <1%. The standard deviation of δ18O and δ2H among the different sequential sampler bottles filled at the same time was generally <0.3‰ for δ18O and <2‰ for δ2H (8 out of 11 events). Larger standard deviations could be explained by leaking bottle(s) with subsequent mixing of water with different isotopic composition of at least one out of the five samplers. Our assessment shows that low-cost, low-tech rain samplers, when well maintained, can be used to collect sequential samples of rainfall for stable isotope analysis and are therefore suitable to study the spatio-temporal variability of the isotopic composition of rainfall.","application/pdf","10.3929/ethz-b-000370461",,"2296-6463",,"10.3389/feart.2019.00244","http://hdl.handle.net/20.500.11850/370461","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","rainfall and its isotopic composition||sequential rainwater sampler||laboratory experiments||field test||stable isotopes (18O and 2H)||low-cost/low-tech self-built sampler","Assessing the Sampling Quality of a Low-Tech Low-Budget Volume-Based Rainfall Sampler for Stable Isotope Analysis","Journal Article","Open access",,,,"2019-10-15T02:21:37Z",,,,,"yes",,,,,,,,,,,,,"85073683250",,"000488209400001","Front. Earth Sci.",,"Frontiers in Earth Science","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,,"244","Lausanne","published",,,,,,,,,,,,,,"2019-10-15T10:44:26Z","2022-03-28T23:52:33Z","true","8 p.","WOS",,,"publishedVersion",
"307465","20.500.11850/3","Yang, Su||Wang, Xiaolan L.||Wild, Martin",,,,,,,,,,,,"2019-09-02T08:53:04Z","2019-09-01T02:10:53Z||2019-09-02T08:53:04Z",,"2019-09","2019-08-16",,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-18-0666.1","http://hdl.handle.net/20.500.11850/361687","en","American Meteorological Society",,,,"Causes of Dimming and Brightening in China Inferred from Homogenized Daily Clear-Sky and All-Sky in situ Surface Solar Radiation Records (1958-2016)","Journal Article","Metadata only",,,,"2019-09-01T02:10:57Z",,,,,"yes",,,,,"Towards an improved understanding of the Global Energy Balance: temporal variation of solar radiation in the climate system","159938","10.13039/501100001711","SNF","Projekte MINT",,,,"85074777815",,"000481476900001","J. climate","18","Journal of Climate","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"5913","5901","Boston, MA","published",,,,,,,,,,,,,,"2019-09-02T08:53:13Z","2022-03-28T23:34:14Z","true",,"WOS",,,,
