id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"107168","20.500.11850/22","Patterson, James||Schulz, Karsten||Vervoort, Joost||Adler, Carolina||Hurlbert, Margot||Hel, Sandra van der||Schmidt, Andreas||Barau, Aliyu||Obani, Pedi||Sethi, Mahendra||Hissen, Nina||Tebboth, Mark||Anderton, Karen||Börner, Susanne||Widerberg, Oscar",,,"2017-06-11T21:19:41Z","2017-06-11T21:19:41Z","2015-07",,"Over the last two decades researchers have come to understand much about the global challenges confronting human society (e.g. climate change; biodiversity loss; water, energy and food insecurity; poverty and widening social inequality). However, the extent to which research and policy efforts are succeeding in steering human societies towards more sustainable and just futures is unclear. Attention is increasingly turning towards better understanding how to navigate processes of social and institutional transformation to bring about more desirable trajectories of change in various sectors of human society. A major knowledge gap concerns understanding how transformations towards sustainability are conceptualised, understood and analysed. Limited existing scholarship on this topic is fragmented, sometimes overly deterministic, and weak in its capacity to critically analyse transformation processes which are inherently political and contested. This paper aims to advance understanding of transformations towards sustainability, recognising it as both a normative and an analytical concept.",,,,,,,"http://hdl.handle.net/20.500.11850/107201","en","Earth System Governance Project",,,,,"‘Transformations towards sustainability’. Emerging approaches, critical reflections, and a research agenda","Working Paper","Metadata only",,,"2017-06-11T21:19:57Z","pub:167636",,"yes",,,,,,,,,,"imp593653b69660a42821",,,,,,,"Earth System Governance Working Paper","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,,,"Lund","published",,,,,"2017-07-18T10:03:59Z","2018-11-02T20:38:38Z","true","34 p.","ECIT",,,
"226848","20.500.11850/28","Brillembourg, Alfredo||Klumpner, Hubert||Moreno, Manuel||Edwards, Peter||Krütli, Pius||Sieber, Christian||Lopez Ghio, Ramiro||Ubierna, Maria||Grob, Marie||Montero Jalil, David||Hertzog, Alice||Estermann, Elias||Ortigosa, Javier||Rincón Quijano, Edgar D.||Silva, Armando||Flores, Pamela||Velásquez Muñoz, Carlos J.||Hagmann, Jonas||Krebs, Roland||Mortenböck, Peter||Mooshammer, Helge||Slebi, Afif S.||Ruefenacht, Lea||Ceresuela, Diego","Grob, Marie||Herzog, Alice||Monobe, Mayra",,"2018-03-23T07:04:54Z","2017-10-06T12:39:27Z||2018-03-22T15:09:24Z||2018-03-23T07:04:54Z","2015-07",,,,,,,,,"http://hdl.handle.net/20.500.11850/192880","en||es","ETH Zurich, Urban-Think Tank; ETH Zurich, Transdisciplinarity Lab",,,,,"Markets in the Tropics","Other Publication","Metadata only",,,"2017-10-06T12:39:28Z",,,"yes",,,,,,,,,,,,,"http://u-tt.com/publication/markets-in-the-tropics/#",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH::02654 - Institut für Städtebau (ehemalig) / Institute for Urban Design (former)::03878 - Brillembourg, Alfredo (ehemalig) / Brillembourg, Alfredo (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02667 - Institut Landschaft und Urbane Studien / Institute Urban and Landscape Studies::03882 - Klumpner, Hubert / Klumpner, Hubert||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH::02226 - NSL - Netzwerk Stadt und Landschaft / NSL - Network City and Landscape||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH::02654 - Institut für Städtebau (ehemalig) / Institute for Urban Design (former)::03878 - Brillembourg, Alfredo (ehemalig) / Brillembourg, Alfredo (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02667 - Institut Landschaft und Urbane Studien / Institute Urban and Landscape Studies::03882 - Klumpner, Hubert / Klumpner, Hubert||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","03878||03882||02226||02655||02351","03878||03882||02351","Newsprint, 27cm x 43cm",,,"Zurich","published",,,,,"2018-03-23T07:04:56Z","2022-03-28T19:31:23Z","true","40 p.","FORM",,"Summer School 2014 & 2015 Barranquilla, Colombia",
"105659","20.500.11850/3","Yazdanpanah, Masoud||Komendantova, Nadejda||Linnerooth-Bayer, Joanne||Shirazi, Zahra Namjouyan",,,"2017-06-11T20:15:13Z","2017-06-11T20:15:13Z","2015-07",,,,,,"2214-6296",,,"http://hdl.handle.net/20.500.11850/105692","en","Elsevier",,,,"Renewable energy||Health beliefs model||Young adults||Iran","Green or In Between? Examining Young adults’ Perceptions of Renewable Energy in Iran","Journal Article","Metadata only",,,"2017-06-11T20:15:48Z","pub:165464",,"yes",,,,,,,,,,"imp59365397b89a879327","010152760",,,,,,"Energy Research & Social Science","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"85","78","Amsterdam","published",,,,,"2017-07-13T14:10:48Z","2023-02-06T13:04:13Z","true",,"ECIT",,,
"93389","20.500.11850/4","Scolobig, Anna||Prior, Tim||Schröter, Dagmar||Jörin, Jonas||Patt, Anthony",,,"2017-06-11T14:11:55Z","2017-06-11T14:11:55Z","2015-06",,,,,,"2212-4209",,"10.1016/j.ijdrr.2015.01.006","http://hdl.handle.net/20.500.11850/93422","en","Elsevier",,,,"Disaster risk management (DRM)||Top-down and people-centred DRM||Decision-making||Participatory processes||Responsibility||Institutional frameworks","Towards People-Centred Approaches for Effective Disaster Risk Management: Balancing Rhetoric with Reality","Review Article","Metadata only",,,"2017-06-11T14:12:21Z","pub:146773",,"yes",,,,,,,,,,"imp59365298a007228731",,,,"000357735000019",,,"International Journal of Disaster Risk Reduction","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::03515 - Wenger, Andreas / Wenger, Andreas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::03515 - Wenger, Andreas / Wenger, Andreas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","09451||03515||02351","09451||03515||02351","Received 13 October 2014, Received in revised form 13 January 2015, Accepted 15 January 2015, Available online 28 January 2015.","212","202","Amsterdam","published",,,,,"2017-07-17T09:59:48Z","2018-11-02T16:55:25Z","true",,"ECIT",,,
"291462","20.500.11850/3","Scolobig, Anna",,,"2019-04-26T06:25:25Z","2018-08-14T08:09:38Z||2019-04-26T06:25:25Z","2015-06","2015-06-30","Inadequate, misinterpreted, or missing risk and crisis communication may be a reason for practitioners, and sometimes science advisors, to become the subjects of criminal investigations. This work discusses the legal consequences of inadequate risk communication in these situations. After presenting some cases, the discussion focuses on three critical issues: the development of effective communication protocols; the role, tasks, and responsibilities of science advisors; and the collateral effects of practitioners' defensive behaviours. For example, if the avoidance of personal liability becomes a primary objective for practitioners, it may clash with other objectives, such as the protection of vulnerable communities or the transparency of decision making. The conclusion presents some ideas for future research on the legal aspects of risk communication.","application/pdf","10.3929/ethz-b-000282388",,"1561-8633||1684-9981","http://hdl.handle.net/20.500.11850/102540||http://hdl.handle.net/20.500.11850/164642","10.5194/nhess-15-1449-2015","http://hdl.handle.net/20.500.11850/282388","en","Copernicus Publications",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Brief Communication: The dark side of risk and crisis communication: legal conflicts and responsibility allocation","Journal Article","Open access",,,"2017-06-11T18:24:04Z","pub:160680||pub:189099",,"yes","52° Corso di Cultura in Ecologia. Debris flows in a changing environment: processes, controls, consequences","June 6-8, 2016","San Vito di Cadore, Italy",,,,,,,"imp59365352e46c160672||imp5936551ee929456911",,"84935052136",,"000357127100028","Nat. hazards earth syst. sci.","6","Natural Hazards and Earth System Sciences","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"1456","1449","Göttingen","published",,,,,"2018-08-14T08:09:42Z","2020-02-15T18:36:41Z","true","8 p.","ECIT",,,"publishedVersion"
"94210","20.500.11850/3","Lieberherr, Eva||Truffer, Bernhard",,,"2017-06-11T14:31:49Z","2017-06-11T14:31:49Z","2015-06",,,,,,"2210-4224",,"10.1016/j.eist.2013.12.002","http://hdl.handle.net/20.500.11850/94243","en","Elsevier",,,,"Dynamic capabilities||Innovation||Privatization||Sustainability transitions||Urban water sector","The Impact of Privatization on Sustainability Transitions: A Comparative Analysis of Dynamic Capabilities in Three Water Utilities","Journal Article","Metadata only",,,"2017-06-11T14:32:01Z","pub:148127",,"yes",,,,,,,,,,"imp593652a8607d263788","006449286",,,,,,"Environmental Innovation and Societal Transitions","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","08693||09451","08693||09451","Received 12 February 2013, Revised 1 December 2013, Accepted 11 December 2013, Available online 6 February 2014.","122","101","Amsterdam","published",,,,,"2017-07-12T17:38:07Z","2021-02-14T12:25:13Z","true",,"ECIT",,,
"99049","20.500.11850/3","Yazdanpanah, M.Masoud||Komendantova, Nadejda||Ardestani, Roshanak S.",,,"2017-06-11T16:34:16Z","2017-06-11T16:34:16Z","2015-05",,,,,,"1364-0321",,"10.1016/j.rser.2015.02.002","http://hdl.handle.net/20.500.11850/99082","en","Elsevier",,,,"Renewable energies||Social acceptance||Theory of planned behavior and Iran","Governance of energy transition in Iran: Investigating public acceptance and willingness to use renewable energy sources through socio-psychological model","Journal Article","Metadata only",,,"2017-06-11T16:34:41Z","pub:155020",,"yes",,,,,,,,,,"imp59365302bc67a36780","001886907","84923364066",,"000351963400042","Renew. sustain. energy rev.",,"Renewable and Sustainable Energy Reviews","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Received 11 April 2014, Revised 8 January 2015, Accepted 1 February 2015, Published online 25 February 2015.","573","565","Amsterdam","published",,,,,"2017-07-14T16:08:49Z","2018-11-02T18:36:22Z","true",,"ECIT",,,
"105316","20.500.11850/21","Trieb, F.||Hess, D.||Kern, J.||Fichter, T.||Moser, M.||Pfenning, U.||Caldez, N.||Rua, C. de la||Türk, A.||Frieden, D.||el Gharras, A.||Cottret, N.||Beneking, A.||Ellenbeck, S.||Lilliestam, Johan",,,"2017-06-11T20:00:33Z","2017-06-11T20:00:33Z","2015-05",,,,,,,,,"http://hdl.handle.net/20.500.11850/105349","en","German Aerospace Centre (DLR)",,,,,"Bringing Europe and third countries closer together through renewable energies: D3.5: North Africa Case Study Final Report","Report","Metadata only",,,"2017-06-11T20:01:40Z","pub:164962",,"yes",,,,,,,,,,"imp59365390a9b6a94939",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Project Acronym: BETTER. Contract N°: IEE/11/845/SI2.616378.",,,"Stuttgart","published",,,,,"2017-07-18T13:00:59Z","2018-11-02T20:11:49Z","true","280 p.","ECIT",,,
"83084","20.500.11850/3","Moser, Corinne||Stauffacher, Michael||Blumer, Yann B.||Scholz, Roland W.",,,"2017-06-11T07:31:04Z","2017-06-11T07:31:04Z","2015-05",,,,,,"1366-9877||1466-4461",,"10.1080/13669877.2014.910687","http://hdl.handle.net/20.500.11850/83117","en","Routledge",,,,"Perceived adaptive capacity||Risk perception||Vulnerability||Acceptance of contested infrastructure||Nuclear waste||Hazardous waste","From risk to vulnerability","Journal Article","Metadata only",,,"2017-06-11T07:33:26Z","pub:131159",,"yes",,,,,,,,,,"imp593651d23b58082057","002054200","84899469387",,"000353387300006","J. Risk Res.","5","Journal of Risk Research","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Received 4 Jul 2013, Accepted 11 Mar 2014, Published online 01 May 2014.","636","622","London","published",,,,,"2017-07-13T17:54:55Z","2022-03-28T12:46:15Z","true",,"ECIT",,"The role of perceived adaptive capacity for the acceptance of contested infrastructure",
"463985","20.500.11850/3","von Wirth, Timo||Grêt-Regamey, Adrienne||Stauffacher, Michael",,,"2022-08-22T06:44:32Z","2017-06-11T12:31:52Z||2022-08-22T06:44:32Z","2015-05","2014-06-25","Enhancing the urban quality of life (QoL) is an explicit policy goal of many countries, yet it is rarely studied using models that relate objective measures of the urban environment to the subjective evaluations of residents. It thus often remains unclear how planning interventions in the urban environment may influence residents’ satisfaction with their living conditions. In particular, during periods of significant urban growth, such as those recently observed in Switzerland, which result in diverse, unwanted threats to the local QoL (e.g., loss of green spaces, traffic congestions, and fear of crime). This study uses data from a sample of 1,693 residents that participated in a postal survey about urban QoL. The responses were combined with objective attributes of residential conditions, using geographic information systems. Structural equation models were calibrated to examine the direct and indirect effects of important indicators of urban QoL, namely safety in public spaces and access to central urban facilities. The study sheds further light on the mediating effects between objective characteristics and subjective evaluations that influence the urban QoL. The results showed predominantly low correlations between objective characteristics and subjective evaluations of urban QoL, which confirmed the findings of the few previous studies on this topic. Surprisingly, this study also found a strong link between objective access and perceived accessibility. This relation was explained by the spatial scope of the study region and suggested that the scale discordance theory should be tested in future research. The findings implied that variations in objective measures do not reliably represent differences as evaluated by residents.","application/pdf","10.3929/ethz-b-000089526",,"0303-8300||1573-0921",,"10.1007/s11205-014-0682-y","http://hdl.handle.net/20.500.11850/89526","en","Springer",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Urban quality of life||Structural equation model||Safety||Accessibility||GIS||Switzerland","Mediating Effects Between Objective and Subjective Indicators of Urban Quality of Life: Testing Specific Models for Safety and Access","Journal Article","Open access",,,"2017-06-11T12:32:02Z","pub:140929",,"yes",,,,,,,,,,"imp593652510ff5a67695",,"84930940724",,"000352228900011","Soc Indic Res","1","Social Indicators Research","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH::02226 - NSL - Netzwerk Stadt und Landschaft / NSL - Network City and Landscape||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02656 - Inst. f. Raum- und Landschaftsentw. / Inst Spatial and Landscape Development::03823 - Grêt-Regamey, Adrienne / Grêt-Regamey, Adrienne||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02656 - Inst. f. Raum- und Landschaftsentw. / Inst Spatial and Landscape Development::03823 - Grêt-Regamey, Adrienne / Grêt-Regamey, Adrienne","02226||02351||03823||02655","02351||03823","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.","210","189","Dordrecht","published",,,,,"2017-07-17T09:25:38Z","2023-02-07T05:27:27Z","true",,"ECIT",,,"publishedVersion"
"463359","20.500.11850/3","Damerau, Kerstin||van Vliet, Oscar P.R.||Patt, Anthony",,,"2022-08-17T07:52:26Z","2017-06-11T17:31:28Z||2022-08-17T07:52:26Z","2015-05","2015-02-10","The Middle East and North Africa (MENA) region stands out globally both for the immensity of its energy resources, and the paucity of its freshwater resources. Most energy extraction and conversion technologies have associated freshwater demand, and in the MENA region these account for 2 % of the available sustainable supply. We examine how this demand could change over the 21st century, assuming growth in population and economic output, and considering three alternative pathways for energy efficiency, carbon intensity, and energy exports from the region. We find that in the pathway marked by improved efficiency, a transition to renewable energy sources, and declining energy exports, water consumption for energy is twice as high as today’s values by the end of the century. By contrast, in the pathway marked by continued commitment to fossil resource extraction, use, and export, water demand for energy might rise by a factor of five. If the region were to maintain high levels of energy exports, but would substitute the export of fossil fuels by an equivalent amount of electricity derived from sunlight, a freshwater volume comparable to the household needs of up to 195 million people could be saved.","application/pdf","10.3929/ethz-b-000101046",,"0165-0009||1573-1480",,"10.1007/s10584-015-1345-y","http://hdl.handle.net/20.500.11850/101046","en","Springer",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Direct impacts of alternative energy scenarios on water demand in the Middle East and North Africa","Journal Article","Open access",,,"2017-06-11T17:31:56Z","pub:158697",,"yes",,,,,,,,,,"imp5936533039e5735468","000040037","84939976657",,"000353465100009",,"2","Climatic Change","130","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.","183","171","Dordrecht","published",,,,,"2017-07-12T20:56:03Z","2023-02-07T05:21:31Z","true",,"ECIT",,,"publishedVersion"
"100120","20.500.11850/3","Paddock, E. Layne||Ko, Jaewon||Cropanzano, Russell||Bagger, Jessica||El Akremi, Assaad||Camerman, Julie||Greguras, Gary J.||Mladinic, Antonio||Moliner, Carolina||Nam, Kidok||Toernblom, Kjell||Van den Bos, Kees",,,"2017-06-11T17:02:21Z","2017-06-11T17:02:21Z","2015-04",,,,,,"0894-3257||1099-0771",,"10.1002/bdm.1834","http://hdl.handle.net/20.500.11850/100153","en","Wiley",,,,"Prospect theory||Cross-cultural||Voice expectations||Fairness","Voice and Culture: A Prospect Theory Approach","Journal Article","Metadata only",,,"2017-06-11T17:02:46Z","pub:157077",,"yes",,,,,,,,,,"imp5936531b9dfb234610","000992164",,,"000351535700007","J. Behav. Dec. Making","2","Journal of Behavioral Decision Making","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::03356 - Grote, Gudela / Grote, Gudela||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::03356 - Grote, Gudela / Grote, Gudela||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","03356||02351","03356||02351",,"175","167","Chichester","published",,,,,"2017-07-19T12:08:21Z","2021-02-14T12:52:39Z","true",,"ECIT",,,
