id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.version.deposit
"199042","20.500.11850/3","Gessler, Arthur||Bugmann, Harald||Bigler, Christof||Edwards, Peter||della Guistina, Christina||Kueffer, Christoph||Roy, Jacques||Resco de Dios, Victor",,,,,,,,"2017-11-30T07:57:50Z","2017-11-29T14:38:11Z||2017-11-30T07:57:50Z","2017-11-03",,,,,,,,"10.1126/science.358.6363.680-b","http://hdl.handle.net/20.500.11850/215307","en","AAAS",,,,"Light as a source of information in ecosystems","Journal Article","Metadata only","",,"2017-11-29T14:38:12Z",,,,,"yes",,,,,,,,,,,,,,,,"6363","Changing perspectives on daylight: Science, technology, and culture","358","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535||03706","03535",,"15","9","Washington, DC","published",,,,,,"true","2017-11-30T07:57:54Z","2020-02-15T09:55:52Z","true",,"FORM",,
"203411","20.500.11850/3","Stoudmann, Natasha||Waeber, Patrick O.||Randriamalala, Ihoby H.||Garcia, Claude",,,,,,,,"2017-12-14T17:34:28Z","2017-12-12T05:15:47Z||2017-12-14T17:34:28Z","2017-11","2017-09-22",,,,,"0743-0167",,"10.1016/j.jrurstud.2017.09.001","http://hdl.handle.net/20.500.11850/219964","en","Elsevier",,,,"Perception of change: Narratives and strategies of farmers in Madagascar","Journal Article","Metadata only",,,"2017-12-12T05:16:23Z",,,,,"yes",,,,,,,,,,,,,,"000414883200008",,,"Journal of Rural Studies","56","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697",,"86","76","Amsterdam","published",,,,,,,"2017-12-14T17:34:30Z","2021-02-14T21:24:08Z","true",,"WOS",,
"233328","20.500.11850/3","Vitasse, Yann||Klein, Geoffrey||Kirchner, James W.||Rebetez, Martine",,,,,,,,"2018-04-30T13:32:50Z","2017-06-12T13:12:14Z||2017-07-28T14:24:44Z||2018-04-30T13:32:50Z","2017-11","2016-09-23",,,,,"0177-798X||1434-4483",,"10.1007/s00704-016-1944-1","http://hdl.handle.net/20.500.11850/120940","en","Springer",,,,"Intensity, frequency and spatial configuration of winter temperature inversions in the closed La Brevine valley, Switzerland","Journal Article","Metadata only",,,"2017-06-12T13:15:15Z",,,,"pub:183023","yes",,,,,,,,,,"imp593654bd3af0394921","000035908","84988735690",,"000412739700029","Theor. appl. climatol.","3-4","Theoretical and Applied Climatology","130","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"1083","1073","Wien","published",,,,,,,"2018-04-30T13:32:53Z","2018-04-30T13:32:53Z","true",,"ECIT",,
"220759","20.500.11850/3","Yi, Robert||Cohen, Yossi||Devauchelle, Olivier||Gibbins, Goodwin||Seybold, Hansjörg||Rothman, Daniel H.",,,,,,,,"2018-02-21T15:39:20Z","2018-01-25T15:27:31Z||2018-02-21T15:39:20Z","2017-11","2017-11-08",,,,,"1364-5021||1471-2946||0080-4630||0950-1207",,"10.1098/rspa.2017.0539","http://hdl.handle.net/20.500.11850/234789","en","The Royal Society",,,"Laplacian growth||stream migration||groundwater","Symmetric rearrangement of groundwater-fed streams","Journal Article","Metadata only",,,"2018-01-25T15:27:31Z",,,,,"no",,,,,,,,,,,,,,,"Proc. R. Soc. A","2207","Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences","473","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"20170539","London","published",,,,,,,"2018-02-21T15:39:26Z","2023-02-06T15:13:25Z","true","17 p.","BATCH",,
"449797","20.500.11850/4","Ghazoul, Jaboury||Chazdon, Robin L.",,,,,,,,"2022-05-06T10:09:48Z","2017-10-28T02:39:05Z||2017-10-31T10:08:12Z||2022-05-06T10:09:48Z","2017-10-17","2017-07-27",,,,,"1543-5938||1545-2050",,"10.1146/annurev-environ-102016-060736","http://hdl.handle.net/20.500.11850/201955","en","Annual Reviews",,,,"Degradation and Recovery in Changing Forest Landscapes: A Multiscale Conceptual Framework","Review Article","Metadata only",,,"2017-10-28T02:39:16Z",,,,,"yes",,,,,,,,,,,,"85031731342",,"000413586400006","Annu. Rev. Environ. Resourc.",,"Annual Review of Environment and Resources","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723||03723",,"188","161","Palo Alto, CA","published",,,,,,,"2017-10-31T10:08:14Z","2023-02-07T02:01:56Z","true",,"SCOPUS",,
"310181","20.500.11850/3","Gottselig, Nina||Amelung, Wulf||Kirchner, James W.||Bol, Roland||Eugster, Werner||Granger, Steven J.||Hernández-Crespo, Carmen||Herrmann, Frank||Keizer, Jan J.||Korkiakoski, Mika||Laudon, Hjalmar||Lehner, Irene||Löfgren, Stefan||Lohila, Annalea||Macleod, C.J.A.||Mölder, Meelis||Müller, Christin||Nasta, Paolo||Nischwitz, Volker||Paul-Limoges, Eugénie||Pierret, Marie C.||Pilegaard, Kim||Romano, N.||Sebastià, M.-Teresa||Stähli, M.||Voltz, Marc||Vereecken, Harry||Siemens, Jan||Klumpp, Erwin",,,,,,,,"2019-09-20T07:04:55Z","2017-11-21T13:04:16Z||2017-12-08T08:20:45Z||2017-11-22T08:53:18Z||2017-12-12T09:21:37Z||2018-01-24T13:57:48Z||2019-09-19T13:04:48Z||2019-09-20T07:04:55Z","2017-10","2017-10-05",,"application/pdf","10.3929/ethz-b-000220219",,"0886-6236||1944-9224","http://hdl.handle.net/20.500.11850/211901||http://hdl.handle.net/20.500.11850/211291","10.1002/2017GB005657","http://hdl.handle.net/20.500.11850/220219","en","American Geophysical Union","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Elemental Composition of Natural Nanoparticles and Fine Colloids in European Forest Stream Waters and Their Role as Phosphorus Carriers","Journal Article","Open access",,,"2017-11-21T13:04:18Z",,,,,"yes",,,,,,,,,,,,"85032288440",,"000416625200010","Glob. biogeochem. cycles","10","Global Biogeochemical Cycles","31","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03648||03798","03648||03798",,"1607","1592","Washington, DC","published",,,,,,,"2017-12-12T08:57:48Z","2021-02-15T05:56:06Z","true","34 p. accepted version","FORM||SCOPUS",,"acceptedVersion"
"216504","20.500.11850/3","Ocampo-Peñuela, Natalia||Winton, R. Scott",,,,,,,,"2018-01-30T13:42:36Z","2018-01-28T02:21:25Z||2018-01-30T13:42:36Z","2017-10",,"Ongoing conflict resolution in Colombia brings an opportunity for economic development of impoverished communities and a conservation threat of deforestation in newly accessible rural areas. Ecotourism is often proposed as a “win–win” solution for developing countries to meet both economic and conservation needs. With the highest number of bird species of any country, including 443 rare species highly valued by bird-watchers, Colombia has a unique opportunity to develop a lucrative and conservation-friendly bird-watching tourism industry in postconflict areas. Through geospatial analysis of conflict zones, bird distributions, protected areas, forest cover, and bird-watching activity, we identify areas of Colombia with unrealized bird-watching potential that are ripe for the development of synergistic conservation-ecotourism projects. An investment in ecotourism infrastructure and training by the Colombian government may be a conservation-friendly alternative to natural resource extraction that could alleviate poverty without degrading natural capital in postconflict Colombia.","application/pdf","10.3929/ethz-b-000235639",,"1940-0829",,"10.1177/1940082917733862","http://hdl.handle.net/20.500.11850/235639","en","Sage","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","Colombia||bird-watching||ecotourism||conservation||birds||postconflict||Andes","Economic and Conservation Potential of Bird-Watching Tourism in Postconflict Colombia","Journal Article","Open access",,,"2018-01-28T02:22:07Z",,,,,"yes",,,,,,,,,,,,,,"000422704800001","Trop. conserv. sci",,"Tropical Conservation Science","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"6","1","Thousand Oaks, CA","published",,,,,,,"2018-01-30T13:42:40Z","2020-02-15T11:00:59Z","true",,"WOS",,"publishedVersion"
"192352","20.500.11850/3","Morgan, Emma J.||Kaiser-Bunbury, Christopher N.||Edwards, Peter J.||Fleischer-Dogley, Frauke||Kettle, Chris J.",,,,,,,,"2017-11-07T12:17:35Z","2017-10-19T02:15:06Z||2017-11-07T12:17:35Z","2017-10","2017-08-24","Habitat degradation can reduce or even prevent the reproduction of previously abundant plant species. To develop appropriate management strategies, we need to understand the reasons for reduced recruitment in degraded ecosystems. The dioecious coco de mer palm (Lodoicea maldivica) produces by far the largest seeds of any plant. It is a keystone species in an ancient palm forest that occurs only on two small islands in the Seychelles, yet contemporary rates of seed production are low, especially in fragmented populations. We developed a method to infer the recent reproductive history of female trees from morphological evidence present on their inflorescences. We then applied this method to investigate the effects of habitat disturbance and soil nutrient conditions on flower and fruit production. The 57 female trees in our sample showed a 19.5-fold variation in flower production among individuals over a seven-year period. Only 77.2% of trees bore developing fruits (or had recently shed fruits), with the number per tree ranging from zero to 43. Flower production was positively correlated with concentrations of available soil nitrogen and potassium and did not differ significantly between closed and degraded habitat. Fruiting success was positively correlated with pollen availability, as measured by numbers and distance of neighboring male trees. Fruit set was lower in degraded habitat than in closed forest, while the proportion of abnormal fruits that failed to develop was higher in degraded habitat. Seed size recorded for a large sample of seeds collected by forest wardens varied widely, with fresh weights ranging from 1 to 18 kg. Synthesis: Shortages of both nutrients and pollen appear to limit seed production of Lodoicea in its natural habitat, with these factors affecting different stages of the reproductive process. Flower production varies widely amongst trees, while seed production is especially low in degraded habitat. The size of seeds is also very variable. We discuss the implications of these findings for managing this ecologically and economically important species.","application/pdf","10.3929/ethz-b-000197769",,"2045-7758",,"10.1002/ece3.3312","http://hdl.handle.net/20.500.11850/197769","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","flower production||fruit abortion||Fruit set||habitat degradation||Lodoicea maldivica||nutrient allocation||Pollen limitation||reproductive ecology||seed size||Seychelles islands","Tracing coco de mer's reproductive history: Pollen and nutrient limitations reduce fecundity","Journal Article","Open access",,,"2017-10-19T02:15:06Z",,,,,"yes",,,,,,,,,,,,"85030720158",,"000412523700018","Ecol Evol","19","Ecology and Evolution","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"7776","7765","Hoboken, NJ","published",,,,,,,"2017-11-07T12:17:44Z","2021-02-14T20:03:14Z","true",,"SCOPUS",,"publishedVersion"
"189939","20.500.11850/3","Wolf, Sebastian||Yin, Dongqin||Roderick, Michael L.",,,,,,,,"2017-10-27T11:12:43Z","2017-10-06T05:21:54Z||2017-10-27T11:12:43Z","2017-10","2017-07-11",,,,,"0022-1694||1879-2707",,"10.1016/j.jhydrol.2017.07.015","http://hdl.handle.net/20.500.11850/192626","en","Elsevier",,,"California||Drought||Land-surface feedbacks||Radiative signature||Anthropogenic warming||Greenhouse effect","Using radiative signatures to diagnose the cause of warming during the 2013–2014 Californian drought","Journal Article","Metadata only",,,"2017-10-06T05:22:00Z",,,,,"yes",,,,,,,,,,,,"85028066985",,"000412612700032","J. Hydrol.",,"Journal of Hydrology","553","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"418","408","Amsterdam","published",,,,,,,"2017-10-27T11:12:46Z","2021-02-14T19:48:04Z","true",,"SCOPUS",,
"216679","20.500.11850/3","Slade, Eleanor M.||Kirwan, Laura||Bell, Thomas||Philipson, Christopher D.||Lewis, Owen T.||Roslin, Tomas",,,,,,,,"2018-01-30T16:56:11Z","2017-12-12T05:46:10Z||2018-01-30T16:56:11Z","2017-10","2017-10-03",,,,,"0012-9658||1939-9170",,"10.1002/ecy.1954","http://hdl.handle.net/20.500.11850/220129","en","Wiley",,,"biodiversity||complementarity||desirability function approach||dominance||dung beetle||ecosystem function||ecosystem services||environmental perturbation||extinction scenarios||multifunctionality||multivariate diversity-interaction model||species interactions","The importance of species identity and interactions for multifunctionality depends on how ecosystem functions are valued","Journal Article","Metadata only",,,"2017-12-12T05:46:36Z",,,,,"yes",,,,,,,,,,,,,,"000412121600013","Ecol.","10","Ecology","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"2639","2626","Hoboken, NJ","published",,,,,,,"2018-01-30T16:56:15Z","2020-02-15T11:01:25Z","true",,"WOS",,
"223206","20.500.11850/3","Yao, Yunjun||Liang, Shunlin||Li, Xianglan||Zhang, Yuhu||Chen, Jiquan||Jia, Kun||Zhang, Xiaotong||Fisher, Joshua B.||Wang, Xuanyu||Zhang, Lilin||Xu, Jia||Shao, Changliang||Posse, Gabriela||Li, Yingnian||Magliulo, Vincenzo||Varlagin, Andrej||Moors, Eddy J.||Boike, Julia||Macfarlane, Craig||Kato, Tomomichi||Buchmann, Nina||Billesbach, D.P.||Beringer, Jason||Wolf, Sebastian||Papuga, Shirley A.||Wohlfahrt, Georg||Montagnani, Leonardo||Ardö, Jonas||Paul-Limoges, Eugénie||Emmel, Carmen||Hörtnagl, Lukas||Sachs, Torsten||Gruening, Carsten||Gioli, Beniamino||López-Ballesteros, Ana||Steinbrecher, Rainer||Gielen, Bert",,,,,,,,"2018-03-05T15:52:04Z","2017-10-06T05:23:27Z||2017-10-20T15:25:18Z||2018-03-05T15:52:04Z||2017-11-23T15:13:16Z||2018-03-05T15:51:17Z","2017-10","2017-08-12",,,,,"0022-1694||1879-2707","http://hdl.handle.net/20.500.11850/213151||http://hdl.handle.net/20.500.11850/192645","10.1016/j.jhydrol.2017.08.013","http://hdl.handle.net/20.500.11850/246385","en","Elsevier",,,"Terrestrial evapotranspiration","Estimation of high-resolution terrestrial evapotranspiration from Landsat data using a simple Taylor skill fusion method","Journal Article","Metadata only",,,"2017-10-06T05:23:35Z",,,,,"yes",,,,,,,,,,,,"85028504311",,"000412612700040","J. Hydrol.",,"Journal of Hydrology","553","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03798||03648","03798||03648",,"526","508","Amsterdam","published",,,,,,,"2018-03-06T11:27:46Z","2022-03-28T19:20:27Z","true",,"SCOPUS||FORM",,
"204897","20.500.11850/3","Jansen, Merel||Anten, Niels P.R.||Bongers, Frans||Martínez‑Ramos, Miguel||Gavito, Mayra E.||Zuidema, Pieter A.",,,,,,,,"2017-12-20T10:20:24Z","2017-10-24T02:24:17Z||2017-12-20T10:20:24Z","2017-10","2017-10-12",,,,,"0029-8549||1432-1939",,"10.1007/s00442-017-3978-1","http://hdl.handle.net/20.500.11850/199493","en","Springer",,,"Chamaedorea elegans||Individual heterogeneity||Life history||Population dynamics||Forest understorey","Explaining long-term inter-individual growth variation in plant populations: persistence of abiotic factors matters","Journal Article","Metadata only",,,"2017-10-24T02:24:20Z",,,,,"yes",,,,,,,,,,,,"85031426601",,"000415027100012","Oecologia","4","Oecologia","185","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"674","663","Heidelberg","published",,,,,,,"2017-12-20T10:20:26Z","2023-02-06T15:01:53Z","true",,"SCOPUS",,
