id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"189674","20.500.11850/3","Verheyen, Kris||Vanhellemont, Margot||Auge, Harald||Baeten, Lander||Baraloto, Christopher||Barsoum, Nadia||Bilodeau-Gauthier, Simon||Bruelheide, Helge||Castagneyrol, Bastien||Godbold, Douglas||Haase, Josephine||Hector, Andy||Jactel, Hervé||Koricheva, Julia||Loreau, Michel||Mereu, Simone||Messier, Christian||Muys, Bart||Nolet, Philippe||Paquette, Alain||Parker, John||Perring, Mike||Ponette, Quentin||Potvin, Catherine||Reich, Peter||Smith, Andy||Weih, Martin||Scherer-Lorenzen, Michael",,,"2017-10-26T13:29:03Z","2017-06-11T19:05:40Z||2017-10-26T13:29:03Z","2016-02","2015-08-12",,,,,"0044-7447||1654-7209",,"10.1007/s13280-015-0685-1","http://hdl.handle.net/20.500.11850/103670","en","Royal Swedish Academy of Sciences",,,"Biodiversity experiments||Ecological restoration||Functional biodiversity research||Plantation forest||Sustainable forest management","Contributions of a global network of tree diversity experiments to sustainable forest plantations","Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::5 - Science::570 - Life sciences||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T19:06:45Z",,,,"pub:162070",,"yes",,,,,,,,,,"imp5936536d42f3958508","000042006","84954394013",,"000368038800003","Ambio","1","Ambio","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"41","29","Stockholm","published",,,,,,,"2017-10-26T13:29:06Z","2022-03-28T17:52:42Z","true",,"ECIT",,
"113348","20.500.11850/3","Jasechko, Scott||Kirchner, James W.||Welker, Jeffrey M.||McDonnell, Jeffrey J.",,,"2017-06-12T01:29:52Z","2017-06-12T01:29:52Z","2016-02",,,,,,"1752-0908||1752-0894",,"10.1038/ngeo2636","http://hdl.handle.net/20.500.11850/113381","en","Nature Publ. Group",,,,"Substantial proportion of global streamflow less than three months old","Journal Article","Metadata only",,,"2017-06-12T01:34:23Z",,,,"pub:175072",,"yes",,,,,,,,,,"imp59365426a225375395","005502522","84956970206",,"000369324600016","Nat. Geosci.","2","Nature Geoscience","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Published online 18 January 2016.","129","126","London","published",,,,,,,"2017-07-13T12:42:28Z","2022-03-28T14:42:29Z","true",,"ECIT",,
"108401","20.500.11850/3","Pauchard, Aníbal||Milbau, Ann||Albihn, Ann||Alexander, Jake M.||Burgess, Treena||Daehler, Curtis||Englund, Göran||Essl, Franz||Evengård, Birgitta||Greenwood, Gregory B.||Haider, Sylvia||Lenoir, Jonathan||McDougall, Keith||Muths, Erin||Nuñez, Martin A.||Olofsson, Johan||Pellissier, Loïc||Rabitsch, Wolfgang||Rew, Lisa J.||Robertson, Mark||Sanders, Nathan||Kueffer, Christoph",,,"2017-06-11T21:57:45Z","2017-06-11T21:57:45Z","2016-02",,,,,,"1387-3547||1573-1464",,"10.1007/s10530-015-1025-x","http://hdl.handle.net/20.500.11850/108434","en","Springer",,,"Alien species||Arctic||Biosecurity||Exotic species||Migration||Range expansion||Risk||Sub-polar","Non-native and native organisms moving into high elevation and high latitude ecosystems in an era of climate change: new challenges for ecology and conservation","Journal Article","Metadata only",,,"2017-06-11T21:58:40Z",,,,"pub:169397",,"yes",,,,,,,,,,"imp593653ce9582492783","003860660","84957441431",,"000370066200003",,"2","Biological Invasions","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","09553||03706||03909","09553||03706||03909","Published online 30 November 2015.","353","345","Dordrecht","published",,,,,,"true","2017-07-26T04:36:20Z","2023-02-06T13:08:53Z","true",,"ECIT",,
"104627","20.500.11850/3","Pellissier, Loïc||Litsios, Glenn||Fishbein, Mark||Salamin, Nicolas||Agrawal, Anurag A.||Rasmann, Sergio",,,"2017-06-11T19:36:17Z","2017-06-11T19:36:17Z","2016-02",,,,,,"0028-646X||1469-8137",,"10.1111/nph.13649","http://hdl.handle.net/20.500.11850/104660","en","Wiley-Blackwell",,,"Cardenolides||Climatic niche||Clonality||Resistance||Tolerance||Trait evolution","Different rates of defense evolution and niche preferences in clonal and nonclonal milkweeds (Asclepias spp.)","Journal Article","Metadata only",,,"2017-06-11T19:37:17Z",,,,"pub:163799",,"yes",,,,,,,,,,"imp59365382671b899964",,"84954388906",,"000373378000034","New Phytol.","3","New Phytologist","209","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553","Received 24 June 2015, Accepted 15 August 2015, First published 17 September 2015.","1239","1230","Oxford","published",,,,,,"true","2017-07-14T16:48:30Z","2023-02-06T13:02:22Z","true",,"ECIT",,
"224395","20.500.11850/16","Mina, Marco",,"Motta, Renzo||Bugmann, Harald||Cailleret, Maxime","2018-03-09T11:06:30Z","2017-06-12T15:48:42Z||2017-07-04T11:52:06Z||2017-08-10T07:13:42Z||2017-09-28T14:57:59Z||2017-11-21T11:46:42Z||2018-03-09T11:06:30Z","2016","2016",,"application/pdf","10.3929/ethz-a-010784315",,,,,"http://hdl.handle.net/20.500.11850/122558","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","EUROPA||MOUNTAIN FORESTS (FORESTRY)||MOUNTAIN FORESTS (PLANT ECOLOGY)||THEORY OF FOREST GROWTH, REGISTRATION OF FOREST GROWTH AND STAND STRUCTURE (FORESTRY)||GLOBAL CHANGE + GLOBAL WARMING (CLIMATOLOGY)||FOREST BIOLOGY + FOREST ECOLOGY (ECOLOGY)||GLOBAL CHANGE + KLIMAERWÄRMUNG (KLIMATOLOGIE)||FORSTMETEOROLOGIE + FORSTKLIMATOLOGIE||WALDWACHSTUMSLEHRE, ERFASSUNG VON WALDWACHSTUM UND BESTANDESSTRUKTUR (FORSTWIRTSCHAFT)||SOZIALFUNKTION UND WOHLFAHRTSFUNKTION DES WALDES||GEBIRGSWÄLDER (FORSTWIRTSCHAFT)||GEBIRGSWÄLDER (PFLANZENÖKOLOGIE)||FOREST CLIMATOLOGY + FOREST METEOROLOGY||ÖKOSYSTEMDIENSTLEISTUNGEN (UMWELTÖKONOMIE)||WALDBIOLOGIE + WALDÖKOLOGIE (ÖKOLOGIE)||EUROPE||SOCIAL FUNCTION AND WELFARE FUNCTION OF THE FOREST||ECOSYSTEM SERVICES (ECOLOGICAL ECONOMICS)","Forest dynamics, management and ecosystem services: the future of European mountain forests in an era of climate change","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T15:55:48Z","2018-02-13",,,"pub:184880","eth:50029","yes",,,,,,,,,"23221","imp593654dcd97f025153||imp59366ba271df232333","010784315",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","02350||03535","03535",,,,"Zürich","published",,,,,,,"2017-07-04T11:52:15Z","2021-02-14T22:47:20Z","true","197 p.","ECOL||ECIT",,
"199445","20.500.11850/18","Rimle, Andrina",,,"2017-12-01T08:51:26Z","2017-06-12T09:31:30Z||2017-12-01T08:51:26Z","2016","2016",,"application/pdf","10.3929/ethz-a-010685934",,,,,"http://hdl.handle.net/20.500.11850/118644","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","TOTHOLZ + MODERHOLZ (FORSTÖKOLOGIE)||BREIL, BRIGELS (KANTON GRAUBÜNDEN)||SWISS NATIONAL PARK (CANTON OF GRISONS)||PICEA (BOTANY)||MOUNTAIN FORESTS (PLANT ECOLOGY)||PICEA (BOTANIK)||DERBORENCE (CANTON OF VALAIS)||WALDRESERVATE (NATURSCHUTZ)||DIVERSITY (NATURE CONSERVATION)||GISWIL (CANTON OF OBWALDEN)||GISWIL (KANTON OBWALDEN)||DEAD WOOD (FOREST ECOLOGY)||GEBIRGSWÄLDER (PFLANZENÖKOLOGIE)||DERBORENCE (KANTON WALLIS)||VAL-DE-RUZ, ORT (KANTON NEUENBURG)||SCHWEIZERISCHER NATIONALPARK (KANTON GRAUBÜNDEN)||VAL-DE-RUZ, LOCALITY (CANTON OF NEUCHÂTEL)||SARNEN (CANTON OF OBWALDEN)||FOREST RESERVES (NATURE CONSERVATION)||BÖDMEREN (KANTON SCHWYZ)||DIVERSITÄT (NATURSCHUTZ)||BÖDMEREN (CANTON OF SCHWYZ)||SARNEN (KANTON OBWALDEN)||BREIL, BRIGELS (CANTON OF GRISONS)","Quantity and quality of coarse woody debris in mountainous Norway spruce forest reserves in Switzerland","Master Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T09:36:18Z",,,,"pub:180607","eth:49451","yes",,,,,,,,,,"imp593654910b30e36743||imp59366b96cec7958855","010685934",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","02350||03535","03535",,,,"Zürich","published",,,,,,,"2017-07-14T21:10:45Z","2021-02-14T21:01:21Z","true","79 p.","ECOL||ECIT",,
"122503","20.500.11850/5","Dray, Anne||Fauvelle, Eglantine||Levang, Patrice||Ngom, Emmanuel||Ghazoul, Jaboury||García, Claude",,,"2017-06-12T15:45:09Z","2017-06-12T15:45:09Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/122536","fr","Forum Biodiversität Schweiz",,,,"La transdisciplinarité, un jeu d’enfant ? Comprendre les moteurs du changement en milieu forestier tropical.","Other Journal Item","Metadata only",,,"2017-06-12T15:46:06Z",,,,"pub:184855",,"yes",,,,,,,,,,"imp593654dc8a90e60365","004331000",,,,,,"Hotspot","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","03723||08697","03723||08697",,"9","8","Bern","published",,,,,,,"2017-07-13T19:42:02Z","2018-11-03T00:40:16Z","true",,"ECIT",,
"198208","20.500.11850/16","Giuggiola, Arnaud",,"Martínez-Vilalta, Jordi||Bugmann, Harald","2017-11-27T15:30:11Z","2017-06-12T06:47:21Z||2017-11-27T15:30:11Z","2016","2016",,"application/pdf","10.3929/ethz-a-010656101",,,,,"http://hdl.handle.net/20.500.11850/116939","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","THINNING (SILVICULTURE)||PINUS SYLVESTRIS (BOTANIK)||DROUGHT RESISTANCE (BOTANY)||PINUS SYLVESTRIS (BOTANY)||THEORY OF FOREST GROWTH, REGISTRATION OF FOREST GROWTH AND STAND STRUCTURE (FORESTRY)||SILVICULTURE||FOREST HYDROLOGY + WATER BALANCE OF FORESTS||SOIL WATER (PEDOLOGY)||WALDSCHÄDEN DURCH TROCKENHEIT UND HITZE||WALDWACHSTUMSLEHRE, ERFASSUNG VON WALDWACHSTUM UND BESTANDESSTRUKTUR (FORSTWIRTSCHAFT)||BODENWASSER (BODENKUNDE)||AUFBAU UND ZUSAMMENSETZUNG VON WALDBESTÄNDEN (WALDBAU)||DURCHFORSTUNG (WALDBAU)||WALDBAU||TROCKENRESISTENZ (BOTANIK)||FORSTHYDROLOGIE + WASSERHAUSHALT VON WÄLDERN||STRUCTURE AND COMPOSITION OF FOREST STANDS (SILVICULTURE)||FOREST DAMAGES BY DROUGHT AND HEAT","Impact of forest management on the drought resistance of dry pine forests","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T06:51:34Z",,,,"pub:178833","eth:49123","yes",,,,,,,,,"22802","imp5936546f48ae547728||imp59366b90c33aa43950","010656101",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","02350||03535","03535",,,,"Zürich","published",,,,,,,"2017-07-15T07:55:49Z","2021-02-14T20:49:56Z","true","1 Band","ECOL||ECIT",,
"126740","20.500.11850/10","Seybold, Hansjörg||Kirchner, James W.",,,"2017-06-12T18:38:26Z","2017-06-12T18:38:26Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126773","en","Copernicus",,,,"Overland flow erosion inferred from Martian channel network geometry","Other Conference Item","Metadata only",,,"2017-06-12T18:38:31Z",,,,"pub:189554",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp59365525975b476192",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"EGU2016-7637-1","Göttingen","published",,,,,,,"2017-07-14T16:53:32Z","2018-11-03T01:50:08Z","true","1 p.","ECIT",,
"126558","20.500.11850/3","Tinner, Willy||Conedera, Marco||Bugmann, Harald||Colombaroli, Daniele||Gobet, Erika||Vescovi, Elisa||Heiri, Oliver||Joos, Fortunat||Luterbacher, Jürg||La Mantia, Tommaso||Pasta, Salvatore||Untenecker, Johanna||Henne, Paul D.",,,"2017-06-12T18:34:36Z","2017-06-12T18:34:36Z","2016",,,,,,"1430-2713",,"10.7892/boris.89052","http://hdl.handle.net/20.500.11850/126591","de","Deutscher Landwirtschaftsverlag",,,,"Europäische Wälder unter wärmeren Klimabedingungen","Journal Article","Metadata only",,,"2017-06-12T18:35:25Z",,,,"pub:189353",,"yes",,,,,,,,,,"imp593655228438566630","001495188",,,,,,"AFZ - DerWald","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"49","45","München","published",,,,,,,"2017-08-01T10:06:47Z","2020-02-14T17:51:43Z","true",,"ECIT",,
"126808","20.500.11850/10","Haghighi, Efran||Kirchner, James W.||Or, Dani",,,"2017-06-12T19:03:21Z","2017-06-12T19:03:21Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126841","en","Copernicus",,,,"Interactions between surface roughness and airflow turbulence affecting drying dynamics of rough porous surfaces","Other Conference Item","Metadata only",,,"2017-06-12T19:03:39Z",,,,"pub:189631",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp59365526ce0ac92337",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03798||03812","03798||03812",,,"EGU2016-4665","Göttingen","published",,,,,,,"2017-07-25T10:11:30Z","2021-02-14T14:57:47Z","true","1 p.","ECIT",,
"126778","20.500.11850/10","Rouholahnejad, Elham||Kirchner, James W.",,,"2017-06-12T19:03:09Z","2017-06-12T19:03:09Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126811","en","Copernicus",,,,"A Budyko framework for estimating how lateral redistribution affects large-scale evapotranspiration","Other Conference Item","Metadata only",,,"2017-06-12T19:03:39Z",,,,"pub:189601",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593655265d2cc52299",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"EGU2016-11542","Göttingen","published",,,,,,,"2017-07-12T14:08:39Z","2018-11-03T01:51:29Z","true","1 p.","ECIT",,
"126328","20.500.11850/10","Beer, Alexander R.||Heimann, Florian U.M.",,,"2017-06-12T18:28:18Z","2017-06-12T18:28:18Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126361","en","Copernicus",,,,"Stereonets for geomorphometrical analysis","Other Conference Item","Metadata only",,,"2017-06-12T18:28:30Z",,,,"pub:189087",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp5936551eafe3874202",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"15676","Katlenburg-Lindau","published",,,,,,,"2017-07-12T23:54:25Z","2018-11-03T01:37:11Z","true","1 p.","ECIT",,
