id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"102705","20.500.11850/10","Bünemann, Else K.||Augstburger, Salome",,,,,"2017-06-11T18:30:10Z","2017-06-11T18:30:10Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/102738","en","Universität Freiburg",,,,"The relative importance of soil organic phosphorus mineralization in mineral topsoil under beech forest is greatly affected by the availability of inorganic phosphorus",,"Other Conference Item","Metadata only","Book of abstracts: Workshop Ecosystems Nutrition 2015, Dipperz (Rhön), Deutschland",,"2017-06-11T18:30:36Z",,"pub:160887",,"yes","Ecosystem Nutrition 2015","July 2-4, 2015","Dipperz, Germany",,,,,,,,,,"imp593653575493b23770",,,"https://www.ecosystem-nutrition.uni-freiburg.de/",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"18","17","Freiburg","published",,,,,,"2017-07-20T14:58:26Z","2021-02-14T13:08:12Z","true",,"ECIT",,
"110667","20.500.11850/9","Bratus, A.||Rampoldi, A.||Hu, D.||Russo, G.||Neuenschwander, S.",,,,,"2017-06-11T23:16:44Z","2017-06-11T23:16:44Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/110700","en","Schweizerische Vereinigung für Tierproduktion",,,,"Re-sequencing of the F4ab / F4ac receptor candidate region in pig",,"Conference Poster","Metadata only","Schweizerische Vereinigung für Tierproduktion : Frühjahrstagung 2015 : Aktuelle Forschung in der Schweiz im Bereich Tierproduktion : Zusammenfassungen der Poster",,"2017-06-11T23:17:26Z",,"pub:171948",,"yes","Frühjahrstagung der Schweizerischen Vereinigung für Tierproduktion (2015)","April 9, 2015","Zollikofen, Switzerland",,,,,,,,,,"imp593653f8c9ef727220",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02207 - Functional Genomics Center Zurich / Functional Genomics Center Zurich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::08690 - Einheit Tiergenetik","ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02207 - Functional Genomics Center Zurich / Functional Genomics Center Zurich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::08690 - Einheit Tiergenetik","02207||08690","02207||08690",,"19","19","Zollikofen","published",,,,,,"2017-07-13T09:16:46Z","2021-02-14T13:51:32Z","true",,"ECIT",,
"105445","20.500.11850/9","Jonavičienė, Kristina||Yates, Steven||Nagelmüller, Sebastian||Liebisch, Frank||Kirchgessner, Norbert||Walter, Achim||Studer, Bruno",,,,,"2017-06-11T20:09:22Z","2017-06-11T20:09:22Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105478","en","HAFL - Hochschule für Agrar-, Forst- und Lebensmittelwissenschaften",,,,"Lolium Perenne: Characterization of Drought Tolerant Genotypes and Identification of QTLs for Drought Response",,"Conference Poster","Metadata only",,,"2017-06-11T20:10:02Z",,"pub:165095",,"yes","23. Jahrestagung der Schweiz. Gesellschaft für Pflanzenbauwissenschaften (SGPW 2015)","March 20, 2015","Zollikofen, Switzerland",,,,,,,,,,"imp59365393a924c19003",,,,,,,"Bulletin SGPW/SSA","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03894||03969","03894||03969",,"19","18","Zollikofen","published",,,,,,"2017-07-17T10:59:28Z","2018-11-02T20:13:36Z","true",,"ECIT",,
"324755","20.500.11850/5","Shapiro, Lori R.||Scully, Erin D.||Roberts, Dana||Straub, Timothy J.||Geib, Scott M.||Park, Jihye||Stephenson, Andrew G.||Salaau Rojas, Erika||Liu, Quin||Beattie, Gwyn||Gleason, Mark||De Moraes, Consuelo M.||Mescher, Mark C.||Fleischer, Shelby G.||Kolter, Roberto||Pierce, Naomi||Zhaxybayeva, Olga",,,,,"2019-12-13T12:31:31Z","2017-06-11T18:52:47Z||2019-12-13T12:31:31Z","2015","2015-06-06","Erwinia tracheiphila is one of the most economically important pathogens of cucumbers, melons, squashes, pumpkins, and gourds in the northeastern and midwestern United States, yet its molecular pathology remains uninvestigated. Here, we report the first draft genome sequence of an E. tracheiphila strain isolated from an infected wild gourd (Cucurbita pepo subsp. texana) plant. The genome assembly consists of 7 contigs and includes a putative plasmid and at least 20 phage and prophage elements.","application/pdf","10.3929/ethz-b-000103410",,"2169-8287",,"10.1128/genomeA.00482-15","http://hdl.handle.net/20.500.11850/103410","en","American Society for Microbiology Journals","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Draft Genome Sequence of Erwinia tracheiphila, an Economically Important Bacterial Pathogen of Cucurbits",,"Other Journal Item","Open access",,,"2017-06-11T18:53:26Z",,"pub:161655",,"yes",,,,,,,,,,,,,"imp59365366dd20296514",,"85008487792",,"000460631200094","Genome Announc","3","Genome Announcements","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909",,,"e00482-15","Washington, DC","published",,,,,,"2017-07-19T07:55:02Z","2021-02-15T07:04:45Z","true","2 p.","ECIT",,"publishedVersion"
"108917","20.500.11850/9","Meller, Sonia||Frey, Beat||Frossard, Emmanuel||Spohn, Marie||Luster, Jörg",,,,,"2017-06-11T22:14:12Z","2017-06-11T22:14:12Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108950","en","Ecosystem Nutrition 2015",,,"Fagus sylvatica L.||Phosphorus mobilization||Acid forest soils||Root exudates","Plant-induced chemical properties in the rhizosphere of Fagus sylvatica seedings depending on soil P speciation and tree provenance",,"Conference Poster","Metadata only","Ecosystem Nutrition 2015: Status Workshop and Meeting. Program and Abstracts",,"2017-06-11T22:14:49Z",,"pub:169982",,"yes","Ecosystem Nuitrition","July 1-3, 2015","Dipperz, Germany",,,,,,,,,,"imp593653d8e094a18406",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"53","53","Dipperz","published",,,,,,"2017-07-14T20:18:11Z","2018-11-02T21:12:27Z","true",,"ECIT",,
"100919","20.500.11850/3","Kayler, Zachary E.||De Boeck, H.J.||Fatichi, Simone||Gruenzweig, Jose M.||Merbold, Lutz||Beier, Claus||McDowell, Nathan||Dukes, Jeffrey S.",,,,,"2017-06-11T17:28:25Z","2017-06-11T17:28:25Z","2015",,,,,,"1540-9295||1540-9309",,"10.1890/140174","http://hdl.handle.net/20.500.11850/100952","en","Ecological Society of America",,,,"Experiments to confront the environmental extremes of climate change",,"Journal Article","Metadata only",,,"2017-06-11T17:28:48Z",,"pub:158599",,"yes",,,,,,,,,,,,,"imp5936532de905c44165","005870869",,,"000354002100017","Front. ecol. environ.","4","Frontiers in Ecology and the Environment","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03473||03648","03473||03648",,"225","219","Washington, DC","published",,,,,,"2017-07-15T01:18:55Z","2020-02-14T15:19:05Z","true",,"ECIT",,
"108039","20.500.11850/28","Möller, Kurt||Oberson, Astrid||Mäder, Paul||Hörtenhuber, Stefan||Loes, Anne-Kristin||Friedel, Jürgen||Cooper, Julia||Magid, Jakob",,,,,"2017-06-11T21:44:41Z","2017-06-11T21:44:41Z","2015",,"The application of sewage sludge to agricultural land is currently prohibited in organic farming due to the risk of soil contamination from harmful compounds. Incineration or disposal to landfill of sludge is costly, leads to increased greenhouse gas emissions, and neglects the possibility of nutrient recovery. There are various technologies to recover P by crystallization of precipitation from waste waster and sewage sludge. Depending on the input material, nutrient concentrations and concentration of contaminants can cary widely. Regarding the content of potentially toxic elements, the trade-Offs between (potentially) toxic element concentrations and potential benefits may be more favorable for treated sewage products than for several natural phosphate rocks or even animal manures or bio-waste compost. This fact sheet describes the most important aspects to assess the suitability of sewage sludge precipitation products for use in organic farming.",,,,,,,"http://hdl.handle.net/20.500.11850/108072","en","Universität Hohenheim",,,,"Assessment of alternative phosphorus fertilizers for organic farming: Sewage precipitation products",,"Other Publication","Metadata only",,,"2017-06-11T21:45:10Z",,"pub:168850",,"yes",,,,,,,,,,,,,"imp593653c7d862f33685",,,,,,,"Fact Sheet of Improve-P",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,,,"Hohenheim","published",,,,,,"2017-07-26T04:15:34Z","2018-11-02T20:53:34Z","true","8 p.","ECIT",,
"108641","20.500.11850/3","Feller, C.||Aeschlimann, J.-P.||Frossard, E.",,,,,"2017-06-11T22:05:05Z","2017-06-11T22:05:05Z","2015",,,,,,"1252-6851",,,"http://hdl.handle.net/20.500.11850/108674","fr","Association Française pour l'Étude du Sol",,,"Pédologie||Histoire||Fallou||Nature du sol||Gasparin","Friedrich Albert FALLOU (1794-1877) et sa ""Pedologie"". V - Chapitre 3 ""Nature du sol"". Comparaison avec A. de Gasparin",,"Journal Article","Metadata only",,,"2017-06-11T22:05:30Z",,"pub:169671",,"yes",,,,,,,,,,,,,"imp593653d35115f62654",,,,,,"1","Étude et Gestion des Sols","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"75","59","Ardon, France","published",,,,,,"2017-07-31T15:07:38Z","2021-02-14T13:42:28Z","true",,"ECIT",,
"110671","20.500.11850/9","Kunz, Sophie||Neuenschwander, Stefan||Stricker, Christian||Schmitz-Hsu, Fritz||Vogt, Urs||Gerber, Mathias||Stamane, Sébastien",,,,,"2017-06-11T23:16:46Z","2017-06-11T23:16:46Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/110704","de","Schweizerische Vereinigung für Tierproduktion",,,,"Validierung populationsübergreifender, genomischer Zuchtwerte am Beispiel von Schweizer Limousin Fleischrinder",,"Conference Poster","Metadata only","Frühjahrstagung 2015: Aktuelle Forschung in der Schweiz im Bereich Tierproduktin, Zusammenfassungen der Poster",,"2017-06-11T23:17:26Z",,"pub:171952",,"yes","Schweizerische Vereinigung für Tierproduktion (SVT), Frühjahrstagung 2015","April 9, 2015","Zollikofen, Switzerland",,,,,,,,,,"imp593653f8dca4a94246",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::08690 - Einheit Tiergenetik","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::08690 - Einheit Tiergenetik","08690","08690",,"13","13","Zug","published",,,,,,"2017-07-13T09:16:26Z","2018-11-02T21:40:03Z","true",,"ECIT",,
"266475","20.500.11850/9","Costerousse, Benjamin||Thonar, Cécile||Schulin, R.||Frossard, Emmanuel",,,,,"2018-11-29T12:00:54Z","2017-06-11T21:50:46Z||2018-11-29T12:00:54Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108233","en",,,,,"Characterization of zinc solubilizing vacteria isolated from wheat rhizosphere and study OH Theur ability to produce siderophore",,"Conference Poster","Metadata only",,,"2017-06-11T21:51:44Z",,"pub:169030",,"yes","Ecology of Soil Microorganisms 2015: Microbes as Important Drivers of Soil Processes","November 29 - December 3, 2015","Prague, Czech Republic",,,,,,,,,,"imp593653caa6cba95860",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,,,,"unpublished",,,,,,"2017-07-15T07:34:31Z","2018-11-29T12:00:56Z","true",,"ECIT",,
"240615","20.500.11850/30","Janett, Rut Martina",,,"Buchmann, Nina",,"2018-06-22T14:29:02Z","2018-06-13T12:17:00Z||2018-06-18T12:04:23Z||2018-06-22T14:29:02Z","2015",,,,,,,,"10.5905/ethz-1002-23","http://hdl.handle.net/20.500.11850/269634",,"ETH Zurich",,,"Meteorology||Soil temperature||Air temperature||Relative humidity||Fertilizer","Research Data Collection of Janett Rut",,"Data Collection","Metadata only",,,"2018-06-13T12:17:01Z",,,,"yes",,,,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,,,"Zurich",,"handle/20.500.11850/269621",,"10.3929/ethz-b-000269643",,,"2018-06-18T12:04:34Z","2018-11-07T13:17:29Z","true",,"BATCH","Slurry application during winter: Assessing the potential for a more relaxed criterion catalogue",
"92415","20.500.11850/3","Krawczynski, Kamil||Najmula, Joanna||Bauersachs, Stefan||Kaczmarek, Monika M.",,,,,"2017-06-11T13:46:31Z","2017-06-11T13:46:31Z","2015-01",,,,,,"0006-3363||1529-7268",,"10.1095/biolreprod.114.123588","http://hdl.handle.net/20.500.11850/92448","en","Society for the Study of Reproduction",,,"Conceptus||Implantation||Pregnancy||MiRNA||Pig","MicroRNAome of Porcine Conceptuses and Trophoblasts: Expression Profile of microRNAs and Their Potential to Regulate Genes Crucial for Establishment of Pregnancy",,"Journal Article","Metadata only",,,"2017-06-11T13:46:49Z",,"pub:145512",,"yes",,,,,,,,,,,,,"imp59365287bf9d012159","000043737",,,,"Biol. reprod.","1","Biology of Reproduction","92","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03999 - Ulbrich, Susanne / Ulbrich, Susanne","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03999 - Ulbrich, Susanne / Ulbrich, Susanne","03999","03999","Received 22 July 2014, Accepted 24 November 2014, Published online 3 December 2014.",,"21","Madison, WI","published",,,,,,"2017-07-15T08:47:47Z","2021-02-14T12:17:03Z","true","13 p.","ECIT",,
"254031","20.500.11850/3","Wolf, Benjamin||Merbold, Lutz||Decock, Charlotte||Tuzson, Béla||Harris, Eliza||Six, Johan||Emmenegger, Lukas||Mohn, Joachim",,,,,"2018-09-19T08:19:19Z","2017-06-11T19:23:28Z||2018-09-19T08:19:19Z","2015","2015-04-29","The analysis of the four main isotopic N2O species (14N14N16O, 14N15N16O, 15N14N16O, 14N14N18O) and especially the intramolecular distribution of 15N (""site preference"", SP) has been suggested as a tool to distinguish source processes and to help constrain the global N2O budget. However, current studies suffer from limited spatial and temporal resolution capabilities due to the combination of discrete flask sampling with subsequent laboratory-based mass-spectrometric analysis. Quantum cascade laser absorption spectroscopy (QCLAS) allows the selective high-precision analysis of N2O isotopic species at trace levels and is suitable for in situ measurements.  Here, we present results from the first field campaign, conducted on an intensively managed grassland site in central Switzerland. N2O mole fractions and isotopic composition were determined in the atmospheric surface layer (at 2.2 m height) at a high temporal resolution with a modified state-of-the-art laser spectrometer connected to an automated N2O preconcentration unit. The analytical performance was determined from repeated measurements of a compressed air tank and resulted in measurement repeatability of 0.20, 0.12 and 0.11‰ for δ15Nα, δ15Nβ and δ18O, respectively. Simultaneous eddy-covariance N2O flux measurements were used to determine the flux-averaged isotopic signature of soil-emitted N2O.  Our measurements indicate that, in general, nitrifier-denitrification and denitrification were the prevalent sources of N2O during the campaign and that variations in isotopic composition were due to alterations in the extent to which N2O was reduced to N2 rather than to other pathways, such as hydroxylamine oxidation. Management and rewetting events were characterized by low values of the intramolecular 15N site preference (SP), δ15Nbulk and δ18O, suggesting that nitrifier-denitrification and incomplete heterotrophic bacterial denitrification responded most strongly to the induced disturbances. The flux-averaged isotopic composition of N2O from intensively managed grassland was 6.9 ± 4.3, −17.4 ± 6.2 and 27.4 ± 3.6‰ for SP, δ15Nbulk and δ18O, respectively. The approach presented here is capable of providing long-term data sets also for other N2O-emitting ecosystems, which can be used to further constrain global N2O inventories.","application/pdf","10.3929/ethz-b-000104341",,"1726-4170||1726-4170",,"10.5194/bg-12-2517-2015","http://hdl.handle.net/20.500.11850/104341","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"First on-line isotopic characterization of N2O above intensively managed grassland",,"Journal Article","Open access",,,"2017-06-11T19:23:44Z",,"pub:163182",,"yes",,,,,,,,,,,,,"imp5936537baaac748349","006289717","84929223419",,"000353840500016",,"8","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03982||03648","03982||03648","See also http://e-citations.ethbib.ethz.ch/view/pub:158610.","2531","2517","Katlenburg-Lindau","published",,"10.3929/ethz-b-000100963",,,,"2017-07-14T20:22:42Z","2021-02-15T01:47:59Z","true",,"ECIT",,"publishedVersion"
"253127","20.500.11850/3","Wright, Alexandra J.||Ebeling, Anne||de Kroon, Hans||Roscher, Christiane||Weigelt, Alexandra||Buchmann, Nina||Buchmann, Tina||Fischer, Christine||Hacker, Nina||Hildebrandt, Anke||Leimer, Sophia||Mommer, Liesje||Oelmann, Yvonne||Scheu, Stefan||Steinauer, Katja||Strecker, Tanja||Weisser, Wolfgang||Wilcke, Wolfgang||Eisenhauer, Nico",,,,,"2018-09-12T14:45:52Z","2017-06-11T16:36:27Z||2018-09-12T14:45:52Z","2015","2015-01-20",,,,,"2041-1723",,"10.1038/ncomms7092","http://hdl.handle.net/20.500.11850/99134","en","Nature Publishing Group",,,,"Flooding disturbances increase resource availability and productivity but reduce stability in diverse plant communities",,"Journal Article","Metadata only",,,"2017-06-11T16:37:13Z",,"pub:155072",,"yes",,,,,,,,,,,,,"imp59365303f3a0353581","007044158","84923034696",,"000348831300019","Nat Commun",,"Nature Communications","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,,"6092","London","published",,,,,,"2017-08-02T11:48:05Z","2020-02-15T15:01:05Z","true","6 p.","ECIT",,
