id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"240626","20.500.11850/30","Etterlin, Raphael",,,"Buchmann, Nina",,"2018-06-22T14:39:01Z","2018-06-13T12:17:37Z||2018-06-18T12:51:10Z||2018-06-22T14:39:01Z","2015",,,,,,,,"10.5905/ethz-1002-789","http://hdl.handle.net/20.500.11850/269640",,"ETH Zurich",,,"Isotopes||15N||13C||Allocation||Nicotiana tabacum","Research Data Collection of Raphael Etterlin",,"Data Collection","Metadata only",,,"2018-06-13T12:17:38Z",,,,"yes",,,,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,,,"Zurich",,"handle/20.500.11850/269630",,"10.3929/ethz-b-000269643",,,"2018-06-18T12:51:19Z","2018-11-07T13:17:35Z","true",,"BATCH","Influence of drought and light stress on δ13C and δ15N values of roots and leaves of NO3- fertilized tobacco plants",
"316963","20.500.11850/3","Kempf, Katharina||Grieder, Christoph||Walter, Achim||Widmer, Franco||Reinhard, Sonja||Kölliker, Roland",,,,,"2019-11-01T15:14:36Z","2017-06-11T19:47:57Z||2019-11-01T15:14:36Z","2015","2015-10-07","Background Sainfoin (Onobrychis viciifolia) is a promising alternative forage plant of good quality, moderate nutrient demand and a high content of polyphenolic compounds. Its poor adoption is caused by the limited availability of well performing varieties. Sainfoin is characterised as tetraploid and mainly outcrossing, but the extent of self-fertilisation and its consequences was not investigated so far. This study aimed at assessing the rate of self-fertilisation in sainfoin under different pollination regimes and at analysing the consequences on plant performance in order to assist future breeding efforts.  Methods The self-fertilisation rate was assessed in three sainfoin populations with artificially directed pollination (ADP) and in three populations with non-directed pollination (NDP). Dominant SRAP (sequence-related amplified polymorphism) and codominant SSR (simple sequence repeats) markers were used to detect self-fertilisation in sainfoin for the first time based on molecular marker data.  Results High rates of self-fertilisation of up to 64.8 % were observed for ADP populations in contrast to only up to 3.9 % for NDP populations. Self-fertilisation in ADP populations led to a reduction in plant height, plant vigour and, most severely, for seed yield.  Conclusions Although sainfoin is predominantly outcrossing, self-fertilisation can occur to a high degree under conditions of limited pollen availability. These results will influence future breeding efforts because precautions have to be taken when crossing breeding material. The resulting inbreeding depression can lead to reduced performance in self-fertilised offspring. Nevertheless the possibility of self-fertilisation also offers new ways for hybrid breeding based on the development of homogenous inbred lines.","application/pdf","10.3929/ethz-b-000105142",,"1471-2156",,"10.1186/s12863-015-0275-z","http://hdl.handle.net/20.500.11850/105142","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Onobrychis viciifolia||Sainfoin||Self-fertilisation||Inbreeding depression||SRAP marker||SSR marker||Tetraploidy||Outbreeding","Evidence and consequences of self-fertilisation in the predominantly outbreeding forage legume Onobrychis viciifolia",,"Journal Article","Open access",,,"2017-06-11T19:48:04Z",,"pub:164587",,"yes",,,,,,,,,,,,,"imp5936538c2e6b096552",,"84959161582",,,"BMC Genet",,"BMC Genetics","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","03894","03894",,,"117","London","published",,,,,,"2017-08-01T17:43:31Z","2019-11-01T15:14:48Z","true","12 p.","ECIT",,"publishedVersion"
"105443","20.500.11850/10","Malisch, Carsten||Suter, Daniel||Studer, Bruno||Juha-Pekka, Salminen||Lüscher, Andreas",,,,,"2017-06-11T20:09:22Z","2017-06-11T20:09:22Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105476","en","Global Science Conference",,,,"Phenotypic Variation Among and within Thirty Accessions of Onobrychis Viciifolia Examined Under Climate Change Scenarios",,"Other Conference Item","Metadata only",,,"2017-06-11T20:10:02Z",,"pub:165093",,"yes","3rd Global Science Conference on Climate Smart Agriculture","March 16-18, 2015","Montpellier, France",,,,,,,,,,"imp593653939ea7323614",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969","Conference lecture on 17 March 2015.",,,"Montpellier","unpublished",,,,,,"2017-07-13T02:44:53Z","2018-11-02T20:13:35Z","true",,"ECIT",,
"105453","20.500.11850/10","Sykes, Timothy||Yates, Steven||Nagy, István||Asp, Torben||Studer, Bruno",,,,,"2017-06-11T20:09:26Z","2017-06-11T20:09:26Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105486","en","Eucarpia",,,,"Pipeline for in-silico identifiaction of candidate genes for fertility restoration of cytoplasmic male sterile perennial ryegrass (Lolium perenne L.)",,"Other Conference Item","Metadata only",,,"2017-06-11T20:10:02Z",,"pub:165103",,"yes","31st International EUCARPIA Symposium Section Fodder Crops and Amenity Grasses: Breeding in a World of Scarcity","September 13-17, 2015","Ghent, Belgium",,,,,,,,,,"imp59365393cb25a75798",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969","Conference lecture on 14 September 2015.",,,"Ghent","published",,,,,,"2017-07-13T02:53:30Z","2020-02-14T15:47:25Z","true","8 p.","ECIT",,
"168362","20.500.11850/8","Kipp, Sandra||Segelke, Dierck||Reinhardt, Friedrich||Reents, Reinhard||Schierenbeck, Sven||Wurmser, Christine||Pausch, Hubert||Fries, Ruedi||Thaller, Georg||Tetens, Jens||Pott, Josef||Piechotta, Marion||Grünberg, Walter",,,,,"2017-07-12T17:16:04Z","2017-07-04T14:25:03Z||2017-07-12T17:11:57Z||2017-07-12T17:16:04Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/168226","en","Interbull Centre",,,"calf survival||haplotype||cholesterol","A new Holstein haplotype affecting calf survival",,"Conference Paper","Metadata only","Proceedings of the 2015 Interbull Meeting",,"2017-07-04T14:25:03Z",,,,"no","2015 Interbull Meeting","July 12-16, 2015","Orlando, FL",,,,,,,,,,,,,,,,,"Interbull Bulletin","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","09575","09575",,"53","49","Uppsala","published",,,,,,"2017-07-12T17:12:00Z","2018-11-05T14:33:08Z","true",,"FORM",,
"101776","20.500.11850/3","Feichtinger, Linda M.||Eilmann, Britta||Buchmann, Nina||Rigling, Andreas",,,,,"2017-06-11T17:57:27Z","2017-06-11T17:57:27Z","2015",,,,,,"0829-318X||1758-4469",,"10.1093/treephys/tpu114","http://hdl.handle.net/20.500.11850/101809","en","Oxford University Press",,,"Acclimation||Leaf trait||Tree ring","Trait-specific responses of Scots pine to irrigation on a short vs long time scale",,"Journal Article","Metadata only",,,"2017-06-11T17:58:14Z",,"pub:159912",,"yes",,,,,,,,,,,,,"imp59365341b143e10826","000035127",,,"000354776700006",,"2","Tree Physiology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648","Published online 27 January 2015.","171","160","Victoria","published",,,,,,"2017-07-26T18:44:32Z","2018-11-02T19:20:16Z","true",,"ECIT",,
"100686","20.500.11850/5","Werner, Roland A.||Roßmann, Andreas||Gleixner, Gerd||Lehn, Christine||Metges, Cornelia C.||Schnyder, Hans",,,,,"2017-06-11T17:21:37Z","2017-06-11T17:21:37Z","2015",,,,,,"1025-6016||1477-2639",,"10.1080/10256016.2015.1016022","http://hdl.handle.net/20.500.11850/100719","en","Taylor & Francis",,,,"Editorial and Tribute. Special Issue dedicated to Professor Hanns-Ludwig Schmidt on the occasion of his 85th birthday",,"Other Journal Item","Metadata only",,,"2017-06-11T17:22:22Z",,"pub:158077",,"yes",,,,,,,,,,,,,"imp59365328e2a4833248","001556983","84928562523",,"000353503200001","Isot. Environ. Health Stud.","1","Isotopes in Environmental and Health Studies","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,"6","1","London","published",,,,,,"2017-07-24T09:56:18Z","2021-02-14T12:55:21Z","true",,"ECIT",,
"167732","20.500.11850/5","Langenmayer, Martin C.||Jung, Simone||Pausch, Hubert||Majzoub-Altweck, Monir||Trefz, F.M.||Seifert, C.||Knubbel-Schweizer, G.||Fries, Ruedi||Gollnick, Nicole S.||Hermanns, W.",,,,,"2017-07-10T09:31:06Z","2017-06-19T12:16:01Z||2017-06-30T10:31:10Z||2017-07-10T09:31:06Z","2015-01","2015-01-28",,,,,,,"10.1016/j.jcpa.2014.10.069","http://hdl.handle.net/20.500.11850/161504","en","Elsevier Science",,,,"Bovine Zinc Deficiency-like Syndrome: Pathological and Clinical Alterations in Calves with a Nonsense Mutation in PLD4",,"Other Journal Item","Metadata only",,"DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine","2017-06-19T12:16:01Z",,,,"no",,,,,,,,,,,,,,,,,,,"1","Journal of Comparative Pathology","152","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","02703||09575","09575",,"58","58","Amsterdam","published",,,,,,"2017-06-30T10:31:13Z","2018-11-05T14:17:20Z","true",,"BATCH",,
"195998","20.500.11850/3","Meyer, Swanhild U.||Thirion, Christian||Polesskaya, Anna||Bauersachs, Stefan||Kaiser, Sebastian||Krause, Sabine||Paffl, Michael W.",,,,,"2017-11-21T08:44:18Z","2017-06-14T03:41:24Z||2017-07-12T12:28:24Z||2017-06-11T23:21:47Z||2017-11-21T08:44:18Z","2015","2015-01-29","Background Elevated levels of the inflammatory cytokine TNF-α are common in chronic diseases or inherited or degenerative muscle disorders and can lead to muscle wasting. By contrast, IGF1 has a growth promoting effect on skeletal muscle. The molecular mechanisms mediating the effect of TNF-α and IGF1 on muscle cell differentiation are not completely understood. Muscle cell proliferation and differentiation are regulated by microRNAs (miRNAs) which play a dominant role in this process. This study aims at elucidating how TNF-α or IGF1 regulate microRNA expression to affect myoblast differentiation and myotube formation.  Results In this study, we analyzed the impact of TNF-α or IGF1 treatment on miRNA expression in myogenic cells. Results reveal that i) TNF-α and IGF1 regulate miRNA expression during skeletal muscle cell differentiation in vitro, ii) microRNA targets can mediate the negative effect of TNF-α on fusion capacity of skeletal myoblasts by targeting genes associated with axon guidance, MAPK signalling, focal adhesion, and neurotrophin signalling pathway, iii) inhibition of miR-155 in combination with overexpression of miR-503 partially abrogates the inhibitory effect of TNF-α on myotube formation, and iv) MAPK/ERK inhibition might participate in modulating the effect of TNF-α and IGF1 on miRNA abundance.  Conclusions The inhibitory effects of TNF-α or the growth promoting effects of IGF1 on skeletal muscle differentiation include the deregulation of known muscle-regulatory miRNAs as well as miRNAs which have not yet been associated with skeletal muscle differentiation or response to TNF-α or IGF1. This study indicates that miRNAs are mediators of the inhibitory effect of TNF-α on myoblast differentiation. We show that intervention at the miRNA level can ameliorate the negative effect of TNF-α by promoting myoblast differentiation. Moreover, we cautiously suggest that TNF-α or IGF1 modulate the miRNA biogenesis of some miRNAs via MAPK/ERK signalling. Finally, this study identifies indicative biomarkers of myoblast differentiation and cytokine influence and points to novel RNA targets.","application/pdf","10.3929/ethz-a-010581110",,"1478-811X","http://hdl.handle.net/20.500.11850/155406||http://hdl.handle.net/20.500.11850/110881","10.1186/s12964-015-0083-0","http://hdl.handle.net/20.500.11850/210898","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","microRNA||TNF-α||IGF1||Skeletal muscle cell||Expression profiling||Myoblast differentiation||Human||Murine||miRNA biogenesis||MAPK","TNF-α and IGF1 modify the microRNA signature in skeletal muscle cell differentiation",,"Journal Article","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine","2017-06-11T23:22:47Z",,"pub:172170","eth:48538","yes",,,,,,,,,,,,,"imp59366b858423a28253||imp593653fc3b60e10896",,"84924080477",,"000349644600001","Cell commun. signal.","1","Cell Communication and Signaling","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03999 - Ulbrich, Susanne / Ulbrich, Susanne","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03999 - Ulbrich, Susanne / Ulbrich, Susanne","02703||03999","03999",,,"83","London","published",,,,,,"2017-11-21T08:35:11Z","2021-02-14T20:31:32Z","true","14 p.","ECOL||ECIT",,"publishedVersion"
"273195","20.500.11850/16","Friedli, Michael",,,,"Walter, Achim||Körner, Christian||Liebisch, Frank","2019-01-14T09:51:14Z","2017-06-11T22:54:49Z||2017-08-09T09:15:05Z||2019-01-14T09:51:14Z","2015","2016",,"application/pdf","10.3929/ethz-a-010576880",,,,,"http://hdl.handle.net/20.500.11850/109913","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","TERRESTRIAL AND AIRBORNE LASER SCANNING (GEODESY)||MAPPING OF VEGETATION (GEOBOTANY)||GLYCINE (BOTANY)||WACHSTUM (PFLANZENPHYSIOLOGIE)||VEGETATIONSKARTIERUNG (GEOBOTANIK)||TERRESTRISCHES UND LUFTGESTÜTZES LASERSCANNING (GEODÄSIE)||TRITICUM AESTIVUM, BROTWEIZEN (PFLANZENBAU)||SOJABOHNEN (PFLANZENBAU)||TRITICUM AESTIVUM, BREAD WHEAT (CROP PRODUCTION)||MAIZE (CROP PRODUCTION)||RHYTHMIK, PERIODIZITÄT, ZYKLISCHE VARIATIONEN (PFLANZENPHYSIOLOGIE)||RHYTHMS, PERIODICITY, CYCLIC VARIATIONS (PLANT PHYSIOLOGY)||PHÄNOTYP + MODIFIKATION (PFLANZENGENETIK)||MAIS (PFLANZENBAU)||KULTURPFLANZENWACHSTUM||PHENOTYPE + MODIFICATIONS (PLANT GENETICS)||PLANT GROWTH (PLANT PHYSIOLOGY)||BLÄTTER (PFLANZENPHYSIOLOGIE)||SOYBEANS (CROP PRODUCTION)||LEAVES (PLANT PHYSIOLOGY)||GLYCINE (BOTANIK)||CROP GROWTH","Establishment and application of phenotyping methods to measure leaf and canopy growth in the laboratory and field",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::580 - Botanical sciences","2017-06-11T22:55:37Z",,"pub:171054","eth:48439","yes",,,,,,,"Lab to field plant phenotyping to improve crop performance in abiotic stress","144078","10.13039/501100001711","SNF","Projektförderung in Biologie und Medizin (Abteilung III)","23090","imp593653eb00e1b89770||imp59366b83c59c590914","010576880",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","03894||02350","03894",,,,"Zurich","published",,,,,"false","2017-07-18T09:34:26Z","2019-01-14T09:51:59Z","true","159 p.","ECOL||ECIT",,
